period,duration,depth,planet_radius,disposition,semi_major_axis,source,star_radius,teff,logg
3.142702,,,7.76,CONFIRMED,0.0441,K2,1.17,6357.0,4.36
3.142846,,,8.84505104,CONFIRMED,,K2,1.29462,6235.0,4.22
3.14272,4.4808,,7.8,CONFIRMED,,K2,1.22,,
3.142811,4.572,,5.69,CONFIRMED,,K2,0.822,,
3.14324025965,4.3767436,,,CONFIRMED,,K2,,5780.0,4.438
3.142833,4.5576,,15.13215,CONFIRMED,0.04795,K2,2.21,6408.0,3.923
3.1428347,4.52376,,15.513256,CONFIRMED,,K2,,,
4.17471430219,3.8092867,,13.70940899,CONFIRMED,,K2,1.08854,5859.0,4.38969
4.175187,3.3792,,13.4,CONFIRMED,,K2,1.15,,
4.175186,,,12.92,CONFIRMED,0.0523,K2,1.1,5950.0,4.4
4.1752387,3.46272,,13.843115,CONFIRMED,0.05425,K2,1.155,6149.0,4.4
4.175235,3.432,,12.77,CONFIRMED,,K2,1.0878,,
1.915311,3.50832,,13.1414316,CONFIRMED,,K2,1.58042,5494.0,4.02415
1.915298,3.5592,,17.2,CONFIRMED,,K2,1.94,,
1.9153073,,,11.937585,CONFIRMED,0.03048,K2,1.503,5366.0,
1.915291,,,13.85,CONFIRMED,0.0312,K2,1.56,5599.0,4.1
1.9153073,3.4968,,11.937585,CONFIRMED,0.03048,K2,1.503,5366.0,4.095
1.9153196,3.5496,,14.42,CONFIRMED,,K2,1.592,,
1.91552575756,3.5663951,,13.74175585,CONFIRMED,,K2,1.58042,5494.0,4.02415
9.5521,3.96,,2.23,CONFIRMED,0.09012,K2,1.18,6290.0,4.29
9.55804,3.5,,2.32,CONFIRMED,0.0905,K2,1.29,6277.0,4.25
9.55385,3.816,,2.4,CONFIRMED,0.08887,K2,1.281,6254.0,4.234
9.554515,,,2.32948654,CONFIRMED,,K2,1.273595,6321.0,4.19
9.55287,,,,CONFIRMED,,K2,1.269,6364.0,
9.55237,3.775,,2.44,CONFIRMED,0.0907,K2,1.296,6327.0,4.252
9.55288,,,2.4,CONFIRMED,,K2,1.269,6364.0,4.291
21.05652,,,4.379,CONFIRMED,,K2,1.269,6364.0,4.291
21.056614,,,,CONFIRMED,,K2,1.18,6290.0,4.29
21.057504,,,4.29405386,CONFIRMED,,K2,1.273595,6321.0,4.19
21.0576,4.693,,3.95,CONFIRMED,0.1526,K2,1.18,6290.0,4.29
21.05731,,,4.98,CONFIRMED,,K2,1.31,6256.0,4.235
21.05683,4.3776,,4.05,CONFIRMED,,K2,1.2427,6498.0,4.37319
21.05603,,,4.786,CONFIRMED,,K2,1.299,6244.0,
21.05652,4.728,,,CONFIRMED,,K2,1.269,6364.0,
21.05704,4.638,,4.35,CONFIRMED,0.1536,K2,1.296,6327.0,4.252
21.05788,4.4,,4.31,CONFIRMED,0.1533,K2,1.29,6277.0,4.25
21.058,4.728,,4.4,CONFIRMED,0.1503,K2,1.281,6254.0,4.234
1.62116,3.28,,1.31,CONFIRMED,0.02732,K2,1.59,5799.0,4.05
479.9,,,,CONFIRMED,1.2163,K2,1.59,5799.0,4.05
10.6413,,,0.91,CONFIRMED,0.0952,K2,1.147,5784.0,4.32
36.57669,,,2.42,CONFIRMED,0.217,K2,1.147,5784.0,4.32
138.0731,,,2.4,CONFIRMED,0.53,K2,1.147,5784.0,4.32
0.959641,,,1.67,CONFIRMED,0.01796,K2,0.88,5261.0,
,,,,CONFIRMED,,K2,,,
0.959641,,,1.7,CONFIRMED,,K2,0.872,5261.0,4.47
0.959628,1.65,,1.557,CONFIRMED,,K2,0.828,5370.0,4.52
0.96,,,1.626,CONFIRMED,,K2,0.88,5261.0,4.47
0.959641,1.622,,1.7,CONFIRMED,0.01815,K2,0.86,5261.0,4.47
0.959628,1.6488,,1.8,CONFIRMED,,K2,0.88,,
0.959665,,,1.62377492,CONFIRMED,,K2,0.836616,5366.0,4.54
0.959624,,,1.7,CONFIRMED,0.0186,K2,0.87,5528.0,4.53
0.959632,1.65,,1.574,CONFIRMED,0.01752,K2,0.835,5286.0,4.51
0.959622,,,1.6,CONFIRMED,,K2,0.83,5438.0,4.6
0.95965428,1.609,,1.627,CONFIRMED,0.01802,K2,0.871,5300.0,4.47
,,,,CONFIRMED,,K2,,,
29.875221,,,2.3,CONFIRMED,,K2,0.83,5438.0,4.6
29.84622,4.81,,2.74,CONFIRMED,0.1806,K2,0.835,5286.0,4.51
29.839835,5.0592,,3.0,CONFIRMED,,K2,0.88,,
29.8454,5.15,,3.01,CONFIRMED,0.1795,K2,0.86,5261.0,4.47
29.8454,,,3.0,CONFIRMED,0.1776,K2,0.88,5261.0,
29.83832,,,2.86,CONFIRMED,0.1841,K2,0.87,5528.0,4.53
29.8454,4.81,,2.85,CONFIRMED,,K2,0.828,5370.0,4.52
29.844982,,,2.83066164,CONFIRMED,,K2,0.836616,5366.0,4.54
29.8464948,4.869,,2.923,CONFIRMED,0.1783,K2,0.871,5300.0,4.47
29.8454,,,3.01,CONFIRMED,,K2,0.872,5261.0,4.47
,,,,CONFIRMED,,K2,,,
8.4112,,,,CONFIRMED,0.0763,K2,0.88,5261.0,
8.4783,,,,CONFIRMED,0.07703,K2,0.871,5300.0,4.47
8.509,,,,CONFIRMED,0.07757,K2,0.86,5261.0,4.47
8.509,,,,CONFIRMED,,K2,0.872,5261.0,4.47
102.09,,,,CONFIRMED,0.4048,K2,0.871,5300.0,4.47
96.63,,,,CONFIRMED,0.3885,K2,0.88,5261.0,
15.611,3.304,,2.884,CONFIRMED,0.131,K2,1.22,6252.6,4.372
15.61136332661,3.2002615,,2.90333467,CONFIRMED,,K2,1.22568,6061.77,4.31439
15.613426,3.0144,,3.0,CONFIRMED,,K2,1.438,6460.0,4.264
15.604,,,,CONFIRMED,0.1296,K2,1.22,6148.0,4.36
0.719573,,,1.613,CONFIRMED,0.01661,K2,1.22,5959.0,
0.719597,1.5336,,,CONFIRMED,,K2,1.224,6080.0,4.338
0.71957120984,1.7575219,,1.61084174,CONFIRMED,,K2,1.25505,5910.0,4.27216
0.719573,1.7976,,1.613,CONFIRMED,0.0166,K2,1.22,,4.34
11.8143,5.7072,,7.263432,CONFIRMED,0.1115,K2,1.733,5622.0,4.083
11.8143,5.7336,,7.39794,CONFIRMED,0.1066,K2,1.747,5576.0,4.016
11.81417261526,5.5649352,,6.97249322,CONFIRMED,,K2,1.78598,5609.0,3.93083
11.8144024,5.65,,,CONFIRMED,,K2,1.657,5499.0,
11.81399,,,6.86,CONFIRMED,0.105,K2,1.657,5499.0,4.044
11.814417,,,,CONFIRMED,,K2,1.657,5499.0,4.044
9.1205,,,2.46598,CONFIRMED,,K2,0.72,5089.0,4.59
9.0949,,,2.53,CONFIRMED,0.07765,K2,0.716,5089.0,
9.1205,,,2.53,CONFIRMED,0.0906,K2,0.716,5089.0,4.59
9.100412,2.181,,2.59387,CONFIRMED,,K2,0.77,5013.7,4.58
9.1004157,2.431,,2.469,CONFIRMED,0.0792,K2,0.758,5048.0,4.582
15.57208,,,2.595,CONFIRMED,,K2,1.273,6320.0,4.294
15.5718552,4.931,,2.44317,CONFIRMED,,K2,1.31,6352.33,4.30502
15.572098,,,,CONFIRMED,,K2,1.343,6226.0,
15.5712,,,2.9,CONFIRMED,,K2,1.4,6199.0,4.18
31.6978,,,2.56,CONFIRMED,,K2,1.4,6199.0,4.18
31.70648,,,,CONFIRMED,,K2,1.343,6226.0,
31.71802083162,2.3326321,,2.29980485,CONFIRMED,,K2,1.30883,6352.33,4.30502
31.70603,,,2.727,CONFIRMED,,K2,1.273,6320.0,4.294
156.0,12.71,,3.96,CONFIRMED,,K2,1.4,6199.0,4.18
278.3618,,,3.54,CONFIRMED,,K2,1.273,6320.0,4.294
278.3618,,,,CONFIRMED,,K2,1.28,,
48.1,12.71,,,CONFIRMED,,K2,1.35,6199.0,4.2
1114.0,,,,CONFIRMED,,K2,1.343,6226.0,
131.0,13.007,,5.51,CONFIRMED,,K2,1.4,6199.0,4.18
369.0,,,4.92,CONFIRMED,,K2,1.273,6320.0,4.294
,,,,CONFIRMED,,K2,1.343,6226.0,
1084.0,,,,CONFIRMED,,K2,1.343,6226.0,
46.4,18.998,,,CONFIRMED,,K2,1.35,6199.0,4.2
542.07975,,,9.2,CONFIRMED,,K2,1.273,6320.0,4.294
324.0,18.998,,10.2,CONFIRMED,,K2,1.4,6199.0,4.18
19.3044,,,3.84,CONFIRMED,,K2,0.98,5620.0,4.5
19.292062,4.413,,,CONFIRMED,,K2,0.968923,5533.0,4.4536
19.30553,,,3.773,CONFIRMED,,K2,0.956,5533.0,4.47
19.30481,3.8064,,2.98,CONFIRMED,,K2,0.721,,
19.3037,3.777,,4.37,CONFIRMED,0.137,K2,1.08,5581.0,4.333
19.30691,,,3.92,CONFIRMED,0.1374,K2,0.93,5647.0,
19.307044,,,3.73470986,CONFIRMED,,K2,0.902012,5638.0,4.53
19.307107,3.8,,3.83,CONFIRMED,,K2,0.86,5454.0,
1.674,1.398,,,CONFIRMED,,K2,1.21742,6115.49,4.32901
1.673737,1.4784,,1.52,CONFIRMED,,K2,1.273,,
1.673916,1.55,,3.5,CONFIRMED,,K2,1.19,6120.0,
1.673847,1.5408,,3.6,CONFIRMED,,K2,1.23,,
1.67344228,2.125,,,CONFIRMED,,K2,1.21742,6115.49,4.32901
1.673918,,,4.67,CONFIRMED,,K2,1.572,,
1.6739,,,,CONFIRMED,,K2,1.21742,6115.49,4.32901
1.673833,,,3.59,CONFIRMED,0.0296,K2,1.22,6168.0,4.35
1.6739035,,,3.88,CONFIRMED,0.0301,K2,1.24,5945.0,4.33
1.6739024,1.6056,,3.45,CONFIRMED,0.0422,K2,1.19,6120.0,4.36
1.6739029,1.355,,3.44449,CONFIRMED,,K2,1.22,6115.5,4.33
1.67389,,,3.57,CONFIRMED,,K2,1.227,6044.0,4.4
14.677214,,,2.19420598,CONFIRMED,,K2,0.769722,4942.0,4.66
14.6843,,,,CONFIRMED,,K2,0.800765,4695.41,4.50612
14.677286,3.23,,2.0,CONFIRMED,,K2,0.73,4819.0,
14.66146147,5.347,,,CONFIRMED,,K2,0.800765,4695.41,4.50612
14.67665,3.336,,1.94,CONFIRMED,,K2,0.682,,
14.675828,,,1.85,CONFIRMED,,K2,0.725,,
14.6762429,,,2.0,CONFIRMED,0.1124,K2,0.76,4927.0,4.59
9.9147,,,,CONFIRMED,,K2,0.768432,4638.0,4.53373
9.915615,2.66,,1.3,CONFIRMED,,K2,0.71,4695.0,
1.9741,,,,CONFIRMED,,K2,0.502513,3578.0,4.73521
1.9741954,,,1.79,CONFIRMED,0.0242,K2,0.48,3712.0,4.78
1.97419,1.27,,1.9,CONFIRMED,,K2,0.48,3660.0,
1.974991,1.692,,,CONFIRMED,,K2,0.484,3820.0,4.773
1.974202,1.584,,2.43,CONFIRMED,,K2,0.5573,,
1.974172,,,0.99,CONFIRMED,,K2,0.303,,
1.974238,,,1.96,CONFIRMED,0.023,K2,0.492279,3546.46,
1.974,1.40712,,,CONFIRMED,,K2,0.502513,3578.0,4.73521
8.267,3.216,,,CONFIRMED,,K2,0.915405,5411.15,4.48843
8.26698,3.4104,,3.55,CONFIRMED,,K2,0.947,,
8.267704,,,3.37,CONFIRMED,0.0796,K2,0.91,5464.0,4.51
8.26679,,,3.40690334,CONFIRMED,,K2,0.908831,5475.0,4.51
8.267084,3.4008,,3.5,CONFIRMED,,K2,0.98,,
8.2669897,3.43,,,CONFIRMED,,K2,0.97,5636.0,
8.2669928,,,3.59,CONFIRMED,0.0833,K2,0.97,5636.0,4.49
8.26726,,,3.4,CONFIRMED,,K2,0.905,5373.0,4.45
8.266902,3.46224,,3.59,CONFIRMED,0.081,K2,0.95,5434.0,4.477
8.26345949,3.704,,,CONFIRMED,,K2,0.915405,5411.15,4.48843
8.2669589,3.328,,3.44807,CONFIRMED,,K2,0.92,5411.1,4.49
3.313959,,,15.98,CONFIRMED,0.0475,K2,1.81,6061.0,4.04
3.3139095,3.2232,,17.38,CONFIRMED,,K2,1.908,,
3.313921,,,12.04276422,CONFIRMED,,K2,1.334682,6178.0,4.24
3.3139151,,,,CONFIRMED,,K2,1.78,6030.0,4.07
3.313944,2.9808,,14.4,CONFIRMED,,K2,1.73,,
3.31392,3.19,,16.14096,CONFIRMED,0.048,K2,1.78,6030.0,4.07
4.73401,,,5.28,CONFIRMED,,K2,1.75,5474.0,3.99
4.73355750515,3.2089234,,5.38526663,CONFIRMED,,K2,1.75896,5496.0,3.93163
4.73379,,,7.56448313,CONFIRMED,,K2,2.306381,5414.0,3.75
4.73360988,3.605,,,CONFIRMED,,K2,1.75896,5496.0,3.93163
4.73401,,,5.28,CONFIRMED,0.0573,K2,1.75,5474.0,3.99
4.734006,3.5496,,5.3,CONFIRMED,,K2,1.77,,
4.734,3.40704,,,CONFIRMED,,K2,1.75896,5496.0,3.93163
4.733999,,,5.33,CONFIRMED,0.0581,K2,1.76,5599.0,4.02
4.73363,3.6288,,5.81,CONFIRMED,,K2,1.797,,
39.8642,5.808,,2.92,CONFIRMED,,K2,0.896,,
39.93767,,,7.55,CONFIRMED,0.2257,K2,5.15,5433.0,
39.863566,5.14,,2.47,CONFIRMED,,K2,0.78,5133.0,
39.8478,5.21,,2.42,CONFIRMED,0.2196,K2,0.83,5264.0,4.56
13.864,3.00696,,,CONFIRMED,,K2,0.71181,4936.0,4.64236
13.86391,,,2.52419159,CONFIRMED,,K2,0.692198,4877.0,4.51
13.86387,,,2.56,CONFIRMED,0.1027,K2,0.71,4950.0,4.61
13.86375,,,2.592,CONFIRMED,0.10207,K2,0.713,5010.0,
13.86368,,,2.558,CONFIRMED,,K2,0.71,4868.0,4.53
13.8636,3.2184,,2.55,CONFIRMED,,K2,0.686,,
13.86383,3.1992,,2.5,CONFIRMED,,K2,0.68,,
13.85870316,3.747,,,CONFIRMED,,K2,0.71181,4936.0,4.64236
13.86375,3.22,,2.592,CONFIRMED,0.1021,K2,0.713,5010.0,4.6
5.35161,4.1592,,2.09,CONFIRMED,,K2,1.17,5788.0,4.224
5.351403,,,1.22263837,CONFIRMED,,K2,0.922706,5741.0,4.36
5.35117,3.38,,1.9,CONFIRMED,0.0621,K2,1.23,5730.0,4.15
5.35232,,,1.184,CONFIRMED,,K2,0.884,5832.0,4.43
5.3518,,,1.82,CONFIRMED,0.0565,K2,1.25,5775.0,
5.35185,3.6,,1.41,CONFIRMED,,K2,1.275,,
5.3518,3.192,,1.82,CONFIRMED,0.057,K2,1.25,5775.0,4.25
15.6805,,,,CONFIRMED,0.11569,K2,1.25,5775.0,
15.6785,,,,CONFIRMED,0.1166,K2,1.25,5775.0,4.25
5.817649,3.0744,,12.55,CONFIRMED,,K2,1.288,,
5.817685,,,12.14,CONFIRMED,0.0642,K2,1.24,5660.0,4.27
5.8176015,,,,CONFIRMED,,K2,1.047,5627.0,4.4
5.817608,,,10.42437,CONFIRMED,0.0558,K2,1.047,5627.0,4.4
5.817681,2.8896,,12.5,CONFIRMED,,K2,1.33,,
5.8176452,2.577,,11.6459,CONFIRMED,,K2,1.22,5633.4,4.27
11.39109,3.9048,,10.558878,CONFIRMED,0.09309,K2,0.828,5027.0,4.481
11.3909311,3.97,,10.44677001,CONFIRMED,0.0943,K2,0.824,4920.0,4.542
11.3909344,,,10.88,CONFIRMED,0.0983,K2,0.87,5039.0,4.51
11.39096852897,3.8062467,,11.19847412,CONFIRMED,,K2,0.875936,5027.0,4.51935
11.391,3.384,,,CONFIRMED,,K2,0.875936,4913.0,4.46161
11.38576954,4.39,,,CONFIRMED,,K2,0.875936,4913.0,4.46161
11.390955,3.864,,10.71,CONFIRMED,,K2,0.854,,
11.391432,3.8304,,11.1,CONFIRMED,,K2,0.9,,
11.390931,3.9696,,10.59248676,CONFIRMED,0.0944,K2,0.832,4899.0,4.534
11.391013,,,10.67,CONFIRMED,0.0954,K2,0.84,5044.0,4.54
20.2729914,3.8736,,11.80305668,CONFIRMED,0.1415,K2,0.855,5870.0,4.538
20.272,3.14088,,,CONFIRMED,,K2,0.85554,5742.0,4.58473
20.272602,3.7008,,11.5,CONFIRMED,,K2,0.86,,
20.272615,,,12.06,CONFIRMED,0.143,K2,0.88,5657.0,4.53
20.272992,,,,CONFIRMED,,K2,,,
20.2730282,3.651,,10.4386,CONFIRMED,,K2,0.86,5742.0,4.58473
20.273017,,,,CONFIRMED,,K2,0.88,5657.0,4.53
20.27362337,3.671,,,CONFIRMED,,K2,0.85554,5742.0,4.58473
20.2729861,,,,CONFIRMED,,K2,0.881,5560.0,4.461
20.273034,4.0296,,12.498035,CONFIRMED,0.1367,K2,0.881,5560.0,4.461
20.27285,3.8592,,11.55,CONFIRMED,,K2,0.831,,
4.6556782,1.89,,0.814,CONFIRMED,,K2,0.66,4264.0,
4.654879,,,,CONFIRMED,,K2,0.6694,4348.35,
4.655411,,,0.69,CONFIRMED,0.048,K2,0.6694,4348.35,
4.655335,,,0.71889232,CONFIRMED,,K2,0.687426,4547.0,4.64
1.291563,,,2.03,CONFIRMED,0.0188,K2,0.513,3676.0,4.747
1.291505,,,1.96,CONFIRMED,0.019,K2,0.491598,3842.12,
1.291651,1.1904,,2.1,CONFIRMED,,K2,0.52,,
1.29160335703,1.3077871,,2.45117748,CONFIRMED,,K2,0.514745,3689.0,4.72452
1.292,1.15296,,,CONFIRMED,,K2,0.514745,3689.0,4.72452
1.2916,,,2.03,CONFIRMED,0.0189,K2,0.51,3778.0,4.75
1.291626,1.381,,,CONFIRMED,,K2,0.514745,3689.0,4.72452
1.291605,1.152,,1.74,CONFIRMED,,K2,0.4,,
5.443984,2.1792,,2.1,CONFIRMED,,K2,0.52,,
5.44425,2.1096,,1.75,CONFIRMED,,K2,0.4,,
5.44482,,,2.03,CONFIRMED,0.051,K2,0.491598,3842.12,
5.44425,,,1.94,CONFIRMED,0.0491,K2,0.513,3676.0,4.747
5.444017,,,2.06,CONFIRMED,0.0492,K2,0.51,3778.0,4.75
50.9254,4.104,,2.48,CONFIRMED,,K2,0.702,,
50.92092,,,2.54,CONFIRMED,0.245,K2,0.734626,4726.29,
7.728,2.83008,,,CONFIRMED,,K2,0.739177,4525.0,4.55183
7.727283,,,2.53,CONFIRMED,0.0698,K2,0.71,4740.0,4.62
7.727574,2.8392,,2.6,CONFIRMED,,K2,0.71,,
7.72651124,3.199,,,CONFIRMED,,K2,0.739177,4525.0,4.55183
7.728578,,,2.29,CONFIRMED,0.07,K2,0.679343,4752.8,
7.7285,2.904,,2.16,CONFIRMED,,K2,0.589,,
8.2824161,4.16,,2.14,CONFIRMED,,K2,0.92,5615.0,
8.28246,,,2.44,CONFIRMED,0.0792,K2,1.117,5672.0,
8.28176,4.18,,2.72,CONFIRMED,0.0847,K2,1.31,6177.0,4.28
8.28192,4.128,,2.48,CONFIRMED,,K2,1.084,,
8.282455,,,2.18823473,CONFIRMED,,K2,1.005112,5663.0,4.3
8.28212,,,2.33,CONFIRMED,0.0802,K2,1.01,5800.0,
5.185972,2.148,,,CONFIRMED,,K2,0.649127,4664.8,4.68264
5.185743,2.0304,,7.7,CONFIRMED,,K2,0.71,,
5.1857539,,,7.52,CONFIRMED,0.0629,K2,0.67,4690.0,4.63
5.185759,,,7.64369371,CONFIRMED,,K2,0.686484,4695.0,4.68
5.185761,,,7.5,CONFIRMED,0.0525,K2,0.68,4551.0,4.63
5.185754,,,9.12,CONFIRMED,0.052,K2,0.768,4471.38,
5.185758,2.1264,,7.44,CONFIRMED,,K2,0.637,,
5.1857532,,,,CONFIRMED,,K2,0.768,4471.38,
5.185768,2.356,,7.50399,CONFIRMED,,K2,0.65,4664.8,4.68
5.185738,,,7.16,CONFIRMED,,K2,0.675,4526.0,4.63
5.186,1.77792,,,CONFIRMED,,K2,0.649127,4664.8,4.68264
2.2193023,,,1.16,CONFIRMED,0.0373,K2,0.59,4009.0,4.69
2.219405,,,1.28,CONFIRMED,0.029,K2,0.590802,3993.36,
2.219368,1.236,,1.17,CONFIRMED,,K2,0.532,,
2.219225,1.2696,,1.3,CONFIRMED,,K2,0.63,,
2.219282,,,1.21,CONFIRMED,0.0285,K2,0.6,4027.0,4.68
2.219315,,,1.22,CONFIRMED,0.0288,K2,0.612,3903.0,4.677
2.21944122,1.533,,,CONFIRMED,,K2,0.613895,3807.0,4.63951
2.219,1.11792,,,CONFIRMED,,K2,0.613895,3807.0,4.63951
30.951524,,,2.76,CONFIRMED,0.1649,K2,0.59,4035.0,4.69
30.954222,3.2832,,2.5,CONFIRMED,,K2,0.598,4040.0,4.671
30.956763,,,2.65,CONFIRMED,0.167,K2,0.571015,4075.67,
30.952606,3.7608,,3.0,CONFIRMED,,K2,0.64,,
30.954,3.768,,3.07,CONFIRMED,,K2,0.637,,
30.96028326,4.117,,,CONFIRMED,,K2,0.609039,3856.0,4.64359
30.953,3.23592,,,CONFIRMED,,K2,0.609039,3856.0,4.64359
30.9542,,,2.66,CONFIRMED,0.1641,K2,0.592,3880.0,4.686
6.413718,1.7496,,2.6,CONFIRMED,,K2,0.35,,
6.413651,1.68,,2.9,CONFIRMED,0.049,K2,0.388,3570.0,4.858
6.414008,1.6776,,2.9,CONFIRMED,,K2,0.394,3620.0,4.863
6.413766,,,3.03,CONFIRMED,0.051,K2,0.41,3560.0,4.85
6.41362,1.6488,,2.36,CONFIRMED,,K2,0.299,,
6.413539,,,2.64,CONFIRMED,0.051,K2,0.344292,3560.7,
6.414,1.52112,,,CONFIRMED,,K2,0.4094,3471.0,4.81805
21.750264,,,2.18,CONFIRMED,0.121,K2,0.402049,3654.47,
7.385655,,,1.97,CONFIRMED,0.0656,K2,0.65,4339.0,4.66
7.38795716,2.751,,,CONFIRMED,,K2,0.668695,4259.0,4.61109
7.385453,2.6304,,2.0,CONFIRMED,,K2,0.66,,
7.38711,2.5872,,1.92,CONFIRMED,,K2,0.625,,
7.387,2.42208,,,CONFIRMED,,K2,0.668695,4259.0,4.61109
7.387073,,,1.84,CONFIRMED,0.066,K2,0.62115,4367.83,
7.387066,,,1.79540442,CONFIRMED,,K2,0.588892,4396.0,4.73
3.588165,,,8.66,CONFIRMED,0.041,K2,0.676994,4387.84,
3.588,1.86792,,,CONFIRMED,,K2,0.980071,5036.0,4.37983
3.588163,,,8.37,CONFIRMED,0.0411,K2,0.66,4575.0,4.65
3.588162,2.3208,,12.72,CONFIRMED,,K2,0.982,,
3.588158,2.1888,,9.1,CONFIRMED,,K2,0.75,,
3.5868547125,2.1273101,,11.43763082,CONFIRMED,,K2,0.980071,5036.0,4.37983
5.675814,,,1.20312295,CONFIRMED,,K2,0.650657,4621.0,4.7
5.675819,,,1.42,CONFIRMED,0.056,K2,0.777569,4469.51,
5.67556,1.8048,,1.117,CONFIRMED,,K2,0.578,,
8.239493,,,1.04,CONFIRMED,0.057,K2,0.36001,3459.09,
8.23981,1.512,,0.661,CONFIRMED,,K2,0.215,,
39.91488,,,1.89,CONFIRMED,0.2114,K2,0.78,5698.0,
40.062771,6.21,,2.29,CONFIRMED,,K2,0.88,5508.0,
40.0603,6.34,,2.7,CONFIRMED,0.2245,K2,1.09,5727.0,4.33
2.49412,,,1.25,CONFIRMED,0.032,K2,0.744261,4356.47,
2.494206,1.704,,1.22,CONFIRMED,,K2,0.663,,
2.494161,,,1.06180894,CONFIRMED,,K2,0.64361,4528.0,4.62
0.3693038,,,1.81,CONFIRMED,,K2,0.81,5200.0,4.62
0.36930571984,1.0027781,,2.13418186,CONFIRMED,,K2,0.755722,5129.0,4.61786
0.369311,,,1.76156914,CONFIRMED,,K2,0.765322,5113.0,4.5
0.36931,1.0,,1.7,CONFIRMED,0.0095,K2,0.75,5245.0,4.61
0.3693038,,,1.69,CONFIRMED,0.00936,K2,0.7595,5120.0,
0.369311,,,1.5,CONFIRMED,,K2,0.81,5200.0,4.6
0.369,,,1.651,CONFIRMED,,K2,0.744,5200.0,4.62
9.1708,,,12.206601,CONFIRMED,0.0916,K2,4.11,4878.0,3.35
9.173866,,,6.86473931,CONFIRMED,,K2,2.162531,5035.0,3.8
9.1720535,7.169,,9.02881,CONFIRMED,,K2,3.79,4933.0,4.438
9.1751,,,14.5717,CONFIRMED,,K2,3.85,4840.0,3.297
,,,14.5717,CONFIRMED,0.086,K2,3.85,,
9.172616,,,,CONFIRMED,,K2,3.85,4840.0,3.297
3.07133,,,1.34,CONFIRMED,0.03194,K2,0.455,3655.0,
3.0712,1.22,,1.31,CONFIRMED,0.033,K2,0.47,3655.0,
4.8682,1.62,,1.48,CONFIRMED,0.045,K2,0.47,3655.0,
4.86784,,,1.603,CONFIRMED,0.04341,K2,0.455,3655.0,
11.0234,2.32,,2.02,CONFIRMED,0.077,K2,0.47,3655.0,
11.02454,,,2.003,CONFIRMED,0.07487,K2,0.455,3655.0,
11.0248821,2.917,,2.46843,CONFIRMED,,K2,0.46,3798.0,4.77
26.5841,1.44,,1.73,CONFIRMED,0.1346,K2,0.455,3655.0,
7.9752,2.67,,1.014,CONFIRMED,0.0707,K2,0.677,4500.0,4.68
7.975292,2.54,,0.99,CONFIRMED,,K2,0.66,4499.0,4.66
7.9757,,,1.05,CONFIRMED,,K2,0.723,4359.0,4.537
17.3070631,3.646,,3.7275,CONFIRMED,,K2,0.77,4230.6,4.48
17.307137,3.45,,2.91,CONFIRMED,,K2,0.66,4499.0,4.66
17.307013,,,,CONFIRMED,,K2,0.71,4364.0,4.63
17.30681,,,3.14,CONFIRMED,,K2,0.723,4359.0,4.537
17.3077,3.59,,3.03,CONFIRMED,0.11728,K2,0.71,4364.0,4.63
17.30713,3.449,,3.0,CONFIRMED,0.1185,K2,0.677,4500.0,4.68
25.575,3.04,,1.565,CONFIRMED,0.1538,K2,0.677,4500.0,4.68
25.5715,,,1.55,CONFIRMED,,K2,0.723,4359.0,4.537
25.575065,3.12,,1.45,CONFIRMED,,K2,0.66,4499.0,4.66
0.179715,0.6288,,0.89,CONFIRMED,0.0058,K2,0.442,3492.0,4.815
0.179719,,,0.64,CONFIRMED,,K2,0.29,3697.0,5.0
2.35321,1.947,,1.49,CONFIRMED,0.0338,K2,0.839,5283.0,4.538
2.35322,1.73,,1.57,CONFIRMED,0.0338,K2,0.86,5378.0,4.59
2.35309,2.01,,1.51,CONFIRMED,0.03385,K2,0.863,5356.3,4.54
3.56004,2.38,,2.299,CONFIRMED,0.04461,K2,0.863,5356.3,4.54
3.55987,2.329,,2.52,CONFIRMED,0.04454,K2,0.86,5378.0,4.59
3.56015,2.339,,2.26,CONFIRMED,0.0442,K2,0.839,5283.0,4.538
5.40478,2.97,,2.66,CONFIRMED,0.05883,K2,0.86,5378.0,4.59
5.40484,2.764,,2.46,CONFIRMED,0.0575,K2,0.839,5283.0,4.538
5.40479,2.7,,2.39,CONFIRMED,0.05893,K2,0.863,5356.3,4.54
8.2616616,2.862,,3.30997,CONFIRMED,,K2,0.86,5281.0,4.53
8.26146,2.97,,3.39,CONFIRMED,0.0782,K2,0.863,5356.3,4.54
8.26144,3.063,,3.29,CONFIRMED,0.07807,K2,0.86,5378.0,4.59
8.26147,2.967,,3.11,CONFIRMED,0.0792,K2,0.839,5283.0,4.538
12.75758,3.2,,2.904,CONFIRMED,0.10447,K2,0.863,5356.3,4.54
12.75758,3.243,,2.73,CONFIRMED,0.1064,K2,0.839,5283.0,4.538
12.75759,3.19,,2.81,CONFIRMED,0.1043,K2,0.86,5378.0,4.59
41.96645,4.035,,3.18,CONFIRMED,0.2287,K2,0.839,5283.0,4.538
41.96797,4.75,,3.013,CONFIRMED,0.23109,K2,0.863,5356.3,4.54
28.382206,4.9392,,9.5,CONFIRMED,,K2,0.93,,
28.382071,,,9.26802368,CONFIRMED,,K2,0.872288,5425.0,4.66
28.380619,,,9.11,CONFIRMED,0.1796,K2,0.88,5370.0,4.54
