period,duration,depth,planet_radius,disposition,semi_major_axis,source,star_radius,teff,logg
0.73094589,4.32,250.2,17.12,FALSE POSITIVE,0.0155,Kepler,,,
18.92537246,3.9835,640.9,13.92,CONFIRMED,0.1694,Kepler,,,
0.933749106,4.256,186.2,3.22,FALSE POSITIVE,0.0201,Kepler,,,
2.037440623,3.442,118.6,1.19,FALSE POSITIVE,0.0312,Kepler,,,
129995.7784,9.408,1474.9,2.99,CANDIDATE,44.9892,Kepler,,,
31.5925809,13.566,145.1,1.78,CONFIRMED,0.1967,Kepler,,,
17.157236,11.284,110.4,1.55,CONFIRMED,0.1309,Kepler,,,
1.97376085,1.82542,30222.0,8.78,CONFIRMED,0.025,Kepler,,,
13.118962443,4.3045,372.2,8.25,CANDIDATE,0.1376,Kepler,,,
4.618767792,5.9957,4399.1,7.48,FALSE POSITIVE,0.0531,Kepler,,,
7.82187328,3.8417,42.2,2.78,CANDIDATE,0.0975,Kepler,,,
53.5057611,10.5616,195.6,2.52,CANDIDATE,0.2934,Kepler,,,
2.785821236,3.5599,68.9,1.69,CONFIRMED,0.0408,Kepler,,,
52.56901867,6.7507,26900.0,78.54,FALSE POSITIVE,0.3227,Kepler,,,
3.411758679,3.158,570.6,14.71,FALSE POSITIVE,0.0372,Kepler,,,
0.525426427,1.0801,324.6,1.45,FALSE POSITIVE,0.0122,Kepler,,,
1.269091415,1.4647,340.9,1.41,CONFIRMED,0.0214,Kepler,,,
2.853133997,1.465,277.1,1.36,CONFIRMED,0.0367,Kepler,,,
6.79685353,3.1702,393.1,2.01,CONFIRMED,0.0714,Kepler,,,
8.667822346,4.9658,2121.9,67.37,FALSE POSITIVE,0.085,Kepler,,,
1.475323222,2.3155,154.9,5.88,CONFIRMED,0.0309,Kepler,,,
4.15246118,2.5755,223.4,7.62,CONFIRMED,0.0616,Kepler,,,
6.7210783,7.46,,,FALSE POSITIVE,,Kepler,,,
8.7348852,4.49,270.7,1.59,CONFIRMED,0.0843,Kepler,,,
10.26547688,3.733,399.6,1.81,FALSE POSITIVE,0.0909,Kepler,,,
13.4471791,3.0454,1428.2,5.24,CANDIDATE,0.1109,Kepler,,,
3.305577989,2.5903,17971.0,25.89,FALSE POSITIVE,0.0399,Kepler,,,
4.800653901,9.0419,15304.0,16.91,FALSE POSITIVE,0.06,Kepler,,,
15.06649901,5.9885,36348.0,56.44,FALSE POSITIVE,0.1206,Kepler,,,
34.82008158,11.1711,18848.0,11.36,FALSE POSITIVE,0.1894,Kepler,,,
0.651784374,2.0141,2779.3,33.65,FALSE POSITIVE,0.0146,Kepler,,,
1.353771892,7.012,1349.1,430.99,FALSE POSITIVE,0.0234,Kepler,,,
18.95491633,24.249,867.5,71.39,FALSE POSITIVE,0.1539,Kepler,,,
4.348866254,3.2797,625.6,2436.69,FALSE POSITIVE,0.062,Kepler,,,
47.93094546,2.6897,2144.4,68.02,FALSE POSITIVE,0.3108,Kepler,,,
3.99751422,3.686,32.8,2.98,FALSE POSITIVE,0.0548,Kepler,,,
1.592633181,5.5605,633.1,1.56,FALSE POSITIVE,0.0232,Kepler,,,
67.5923754,12.249,4158.1,12.1,CONFIRMED,0.3582,Kepler,,,
17.02902786,4.645,568.9,2.54,CONFIRMED,0.1243,Kepler,,,
6.84619236,3.529,246.8,1.67,CONFIRMED,0.0677,Kepler,,,
67.8321638,7.358,507.8,2.39,CONFIRMED,0.3123,Kepler,,,
43.1312147,3.198,447.8,2.39,CONFIRMED,0.2309,Kepler,,,
1.224866441,1.7086,196.0,1.54,CONFIRMED,0.0219,Kepler,,,
37.8102649,8.733,570.3,2.33,CONFIRMED,0.2188,Kepler,,,
25.93406406,4.6142,414.5,2.48,CONFIRMED,0.1749,Kepler,,,
83.4463485,6.536,503.0,2.73,CONFIRMED,0.3813,Kepler,,,
7.04710032,2.926,400.9,25.2,FALSE POSITIVE,0.071,Kepler,,,
12.99204853,6.0175,270.6,2.03,CONFIRMED,0.1071,Kepler,,,
11.11620211,4.211,4843.9,8.96,FALSE POSITIVE,0.0998,Kepler,,,
1.922861499,3.5734,1916.2,5.09,FALSE POSITIVE,0.0306,Kepler,,,
0.635445336,1.8592,2547.4,19.0,FALSE POSITIVE,0.0119,Kepler,,,
1.665784138,1.8946,2006.2,97.27,FALSE POSITIVE,0.0306,Kepler,,,
55.6639167,23.546,3414.4,34.14,FALSE POSITIVE,0.2751,Kepler,,,
52.09081627,8.6388,2894.1,7.14,CONFIRMED,0.2822,Kepler,,,
7.1548608,7.694,780.4,7.41,FALSE POSITIVE,0.0853,Kepler,,,
4.28746668,1.5693,790.1,2.29,CONFIRMED,0.0501,Kepler,,,
2.002779769,2.231,260.5,1.42,FALSE POSITIVE,0.0289,Kepler,,,
8.18739443,3.0472,517.6,1.92,CONFIRMED,0.0745,Kepler,,,
76.0498163,7.158,445.9,1.75,CONFIRMED,0.329,Kepler,,,
3.341799486,2.9254,178.2,1.67,CONFIRMED,0.0451,Kepler,,,
3.3226948,3.568,78.7,15.33,FALSE POSITIVE,0.0607,Kepler,,,
36.97708808,4.737,1269.9,38.6,FALSE POSITIVE,0.2077,Kepler,,,
1.851409163,10.232,232.5,20.42,FALSE POSITIVE,0.0312,Kepler,,,
1.303859704,2.8239,36.7,0.98,FALSE POSITIVE,0.0239,Kepler,,,
145.5624926,5.4126,2931.6,40.15,FALSE POSITIVE,0.5364,Kepler,,,
3.749105745,1.9826,182.6,1.68,CONFIRMED,0.047,Kepler,,,
11.08956602,6.2877,148.1,3.51,CONFIRMED,0.1114,Kepler,,,
7.37290344,2.172,205.2,2.67,CANDIDATE,0.0737,Kepler,,,
7.24476126,2.3145,58.0,0.65,FALSE POSITIVE,0.07,Kepler,,,
119.0624882,3.1188,5372.3,10.4,CANDIDATE,0.4328,Kepler,,,
8.70798309,2.4904,1419.6,2.01,CONFIRMED,0.0695,Kepler,,,
14.8623076,3.161,840.0,1.57,CANDIDATE,0.0993,Kepler,,,
4.17634276,2.335,531.5,1.23,CONFIRMED,0.0426,Kepler,,,
27.40229859,6.8491,747.5,3.63,CONFIRMED,0.1839,Kepler,,,
3.179267286,1.0246,200.9,1.21,CONFIRMED,0.0418,Kepler,,,
10.38122447,2.715,801.5,2.18,CONFIRMED,0.0871,Kepler,,,
24.5709023,3.587,764.2,2.82,CONFIRMED,0.1547,Kepler,,,
81.221876,4.1135,9883.0,16.59,FALSE POSITIVE,0.362,Kepler,,,
0.817026268,2.0799,1145.5,2.92,FALSE POSITIVE,0.0169,Kepler,,,
3.024092505,2.8021,7765.0,12.14,CONFIRMED,0.0438,Kepler,,,
5.670155713,0.9361,536.7,5.85,FALSE POSITIVE,0.034,Kepler,,,
1.022678654,1.3712,129.2,1.14,CONFIRMED,0.019,Kepler,,,
12.10968709,6.3461,284.7,2.98,CONFIRMED,0.1019,Kepler,,,
4.75796103,4.66,124.5,1.7,CONFIRMED,0.0547,Kepler,,,
20.4972755,8.536,242.9,2.96,CONFIRMED,0.1447,Kepler,,,
13.55480534,2.288,48.3,0.62,FALSE POSITIVE,0.1062,Kepler,,,
29.74454668,23.2842,66894.0,20.06,FALSE POSITIVE,0.1773,Kepler,,,
14.15402428,4.47001,61625.0,53.25,FALSE POSITIVE,0.1144,Kepler,,,
0.844786082,3.5289,2468.5,35.27,FALSE POSITIVE,0.0167,Kepler,,,
0.848483947,1.4451,1907.4,32.11,FALSE POSITIVE,0.0177,Kepler,,,
11.99097576,5.7401,2124.3,37.47,FALSE POSITIVE,0.1006,Kepler,,,
53.5292702,5.668,1086.1,2.28,CONFIRMED,0.2548,Kepler,,,
0.393726813,2.95,564.6,24.17,FALSE POSITIVE,0.0108,Kepler,,,
2.757584622,0.9267,563.1,1.01,CONFIRMED,0.0296,Kepler,,,
0.928310036,1.1899,376.2,1.16,CONFIRMED,0.0159,Kepler,,,
13.48457668,5.0197,653.5,3.39,CONFIRMED,0.1146,Kepler,,,
31.8841473,6.122,910.0,3.7,CONFIRMED,0.1994,Kepler,,,
16.15811112,6.049,2319.8,86.13,CANDIDATE,0.1233,Kepler,,,
67.69213907,51.349,25457.0,175.98,FALSE POSITIVE,0.4337,Kepler,,,
12.06222962,2.0584,300.2,1.62,CONFIRMED,0.0993,Kepler,,,
9.93146307,5.678,398.6,2.41,CONFIRMED,0.0915,Kepler,,,
21.85362905,3.439,355.6,1.75,CONFIRMED,0.1515,Kepler,,,
8.19345065,5.234,115.4,1.74,CONFIRMED,0.0785,Kepler,,,
19.97867,10.168,944.3,6.85,FALSE POSITIVE,0.1881,Kepler,,,
41.8059544,6.057,434.4,2.02,CONFIRMED,0.2329,Kepler,,,
15.45158184,2.406,85.3,2.02,FALSE POSITIVE,0.1499,Kepler,,,
89.698168533,5.5418,273110.0,102.08,FALSE POSITIVE,0.387,Kepler,,,
1.187352427,4.999,20703.0,67.35,FALSE POSITIVE,0.0236,Kepler,,,
3.012476582,3.1424,1138.5,65.25,FALSE POSITIVE,0.052,Kepler,,,
4.77800306,2.7361,473.0,1.85,CONFIRMED,0.0528,Kepler,,,
7.814839231,3.0122,2010.3,5.33,FALSE POSITIVE,0.0771,Kepler,,,
29.7452499,22.695,778.9,3.6,FALSE POSITIVE,0.1792,Kepler,,,
5.32667299,3.4045,611.4,2.26,CONFIRMED,0.0601,Kepler,,,
0.741057213,1.05299,1996.3,26.67,FALSE POSITIVE,0.0152,Kepler,,,
2.988085455,3.68,802.8,21.81,FALSE POSITIVE,0.0392,Kepler,,,
2.783883492,2.4546,903.9,67.17,FALSE POSITIVE,0.0406,Kepler,,,
0.393727296,3.02,903.5,23.05,FALSE POSITIVE,0.0101,Kepler,,,
8.17242644,3.902,864.3,3.29,CONFIRMED,0.0779,Kepler,,,
1295.362215,28.297,8708.0,57.82,CANDIDATE,2.2372,Kepler,,,
13.0607936,3.215,236.6,1.45,CONFIRMED,0.1075,Kepler,,,
4.2989201,2.747,237.6,2.12,CANDIDATE,0.0492,Kepler,,,
25.9518461,14.581,1058.5,22.32,FALSE POSITIVE,0.1649,Kepler,,,
25.9518536,14.755,2017.9,24.6,FALSE POSITIVE,0.1598,Kepler,,,
5.68628739,17.573,5559.7,4.5,FALSE POSITIVE,0.0607,Kepler,,,
15.663886949,2.4775,5144.4,27.36,FALSE POSITIVE,0.1382,Kepler,,,
4.020628573,4.4085,20901.0,16.94,FALSE POSITIVE,0.0511,Kepler,,,
5.714817603,3.14126,12295.0,9.29,CANDIDATE,0.0597,Kepler,,,
185.02288222,4.87326,43547.0,49.82,FALSE POSITIVE,0.6712,Kepler,,,
2.897432135,3.1793,1223.7,14.35,FALSE POSITIVE,0.0441,Kepler,,,
8.70420525,2.9385,1074.9,2.86,CONFIRMED,0.0772,Kepler,,,
8.1280933,3.727,224.1,1.39,CONFIRMED,0.0796,Kepler,,,
2.83668931,3.031,166.1,1.19,CANDIDATE,0.0395,Kepler,,,
0.974868896,1.6191,197.6,1.16,CONFIRMED,0.0187,Kepler,,,
4.89721006,1.812,274.4,1.48,CONFIRMED,0.0523,Kepler,,,
2.757794163,2.7644,39043.0,20.05,FALSE POSITIVE,0.0378,Kepler,,,
1.914158508,3.2917,7829.2,13.63,FALSE POSITIVE,0.0318,Kepler,,,
3.98216698,2.396,381.3,3.32,FALSE POSITIVE,0.0495,Kepler,,,
0.643794198,1.5662,456.7,19.51,FALSE POSITIVE,0.0142,Kepler,,,
16.08832318,5.731,597.8,3.42,CONFIRMED,0.1281,Kepler,,,
10.30067919,4.885,271.8,2.2,CONFIRMED,0.0951,Kepler,,,
35.6757453,7.381,471.2,3.02,CONFIRMED,0.2178,Kepler,,,
1.00861677,0.91,,,CANDIDATE,,Kepler,,,
161.78832712,5.31,87750.0,36.14,FALSE POSITIVE,0.607,Kepler,,,
16.56806842,4.2647,1331.4,2.54,CONFIRMED,0.1155,Kepler,,,
47.3329299,2.708,931.5,2.18,CONFIRMED,0.2326,Kepler,,,
0.856895349,1.3078,82.2,0.82,FALSE POSITIVE,0.0174,Kepler,,,
40.8065333,13.135,313.9,3.71,CONFIRMED,0.2641,Kepler,,,
2.46697039,1.6345,308.7,1.56,CONFIRMED,0.0333,Kepler,,,
2.624234833,1.3874,2607.0,5.11,CANDIDATE,0.0368,Kepler,,,
6.61836309,3.6813,549.1,2.98,CONFIRMED,0.0678,Kepler,,,
107.7214092,8.042,1396.2,4.75,CONFIRMED,0.4352,Kepler,,,
92.77779,6.64,359.0,1.92,CANDIDATE,0.4083,Kepler,,,
5.251916208,4.9095,10624.0,37.15,FALSE POSITIVE,0.0575,Kepler,,,
9.673958488,3.2641,952.7,2.63,CONFIRMED,0.0845,Kepler,,,
100.3039228,8.702,5450.0,29.55,FALSE POSITIVE,0.3925,Kepler,,,
200.61103346,7.13,,,FALSE POSITIVE,,Kepler,,,
0.986620248,3.9722,1345.8,43.98,FALSE POSITIVE,0.0197,Kepler,,,
1.63484631,6.11,,,FALSE POSITIVE,,Kepler,,,
14.12847677,3.685,628.7,2.73,CONFIRMED,0.1159,Kepler,,,
48.6478543,5.464,641.8,4.14,CONFIRMED,0.2642,Kepler,,,
8.39842977,6.344,340.1,2.0,CONFIRMED,0.0835,Kepler,,,
8.63847391,5.4566,395.9,5.99,CONFIRMED,0.0951,Kepler,,,
422.917678,31.274,1367.7,5.89,CANDIDATE,1.1043,Kepler,,,
140.10765,18.503,266.8,3.42,CONFIRMED,0.601,Kepler,,,
3.4815917,1.8069,135.2,1.17,CONFIRMED,0.0435,Kepler,,,
8.360616221,7.5385,28066.0,40.35,FALSE POSITIVE,0.089,Kepler,,,
1.838514968,2.7391,2721.7,4.86,FALSE POSITIVE,0.0298,Kepler,,,
35.61760233,8.4559,4634.9,5.17,CONFIRMED,0.1916,Kepler,,,
1.09206833,1.8596,219.2,1.29,FALSE POSITIVE,0.0205,Kepler,,,
10.12805158,3.517,477.4,1.95,CONFIRMED,0.0874,Kepler,,,
1.613001111,2.394,104.1,1.25,FALSE POSITIVE,0.0259,Kepler,,,
3.770551475,3.8077,12440.0,12.05,CONFIRMED,0.0493,Kepler,,,
1.343767797,1.9405,4702.6,18.66,FALSE POSITIVE,0.0256,Kepler,,,
29.12436474,3.4209,6496.0,15.25,FALSE POSITIVE,0.1465,Kepler,,,
31.82814583,2.917,4456.8,35.8,FALSE POSITIVE,0.1962,Kepler,,,
3.629442796,5.63,426.6,3.28,FALSE POSITIVE,0.0487,Kepler,,,
0.553261874,0.8875,1038.1,97.36,FALSE POSITIVE,0.0145,Kepler,,,
5.72812616,2.0295,643.4,1.38,CONFIRMED,0.0519,Kepler,,,
3.75574267,2.2911,417.4,1.58,CONFIRMED,0.0453,Kepler,,,
7.44042933,2.991,547.3,2.74,FALSE POSITIVE,0.0739,Kepler,,,
6.581477136,3.0896,2318.9,4.56,CONFIRMED,0.0656,Kepler,,,
24.669192732,7.03515,7382.3,77.76,CONFIRMED,0.2322,Kepler,,,
2.382652873,1.8888,705.4,2.74,CONFIRMED,0.0333,Kepler,,,
24.66461416,2.8579,2398.8,5.34,CONFIRMED,0.1582,Kepler,,,
11.51517167,2.006,1357.4,2.9,CONFIRMED,0.0965,Kepler,,,
7.641567589,3.41018,2269.7,4.91,CONFIRMED,0.0729,Kepler,,,
30.6113932,3.576,3472.0,19.68,FALSE POSITIVE,0.1575,Kepler,,,
7.40742502,3.675,442.0,2.01,CONFIRMED,0.0745,Kepler,,,
569.934135,4.1904,18904.0,38.98,FALSE POSITIVE,1.317,Kepler,,,
5.09246539,3.659,254.0,1.17,FALSE POSITIVE,0.0521,Kepler,,,
110.61576622,5.0,,,FALSE POSITIVE,,Kepler,,,
1.103971357,0.926,317.9,1.37,FALSE POSITIVE,0.0196,Kepler,,,
10.916108342,3.6496,1479.0,3.93,CONFIRMED,0.098,Kepler,,,
3.353732008,1.4598,1264.7,1.65,CONFIRMED,0.034,Kepler,,,
6.877446033,1.3692,1632.3,2.05,CONFIRMED,0.0549,Kepler,,,
28.46464804,2.6657,1629.8,1.87,CONFIRMED,0.1415,Kepler,,,
0.293630085,2.3857,2017.7,26.35,FALSE POSITIVE,0.0084,Kepler,,,
42.89645024,5.6897,555.3,2.0,CONFIRMED,0.2279,Kepler,,,
2.44199803,2.759,251.7,1.44,FALSE POSITIVE,0.0336,Kepler,,,
30.5872153,5.3698,464.8,2.32,CANDIDATE,0.1931,Kepler,,,
7.09712124,2.1059,369.5,0.74,CONFIRMED,0.0533,Kepler,,,
2.6827683,2.957,79.8,1.19,FALSE POSITIVE,0.0378,Kepler,,,
3.601465336,2.2753,777.7,2.31,CONFIRMED,0.0428,Kepler,,,
3.108251172,2.5048,1867.7,4.43,FALSE POSITIVE,0.039,Kepler,,,
25.8474958,5.985,537.4,2.4,CONFIRMED,0.1761,Kepler,,,
40.715561,6.894,680.9,2.7,CONFIRMED,0.2383,Kepler,,,
20.42720701,3.447,1273.0,4.42,FALSE POSITIVE,0.1485,Kepler,,,
6.198273591,7.53837,47303.0,19.81,FALSE POSITIVE,0.0657,Kepler,,,
1.023471798,2.3499,861.4,3.78,FALSE POSITIVE,0.0192,Kepler,,,
0.51872711,1.252,714.1,19.07,FALSE POSITIVE,0.0119,Kepler,,,
17.31711739,3.1518,1473.0,2.04,CONFIRMED,0.1054,Kepler,,,
9.42889884,4.4481,565.4,4.39,CONFIRMED,0.093,Kepler,,,
1.096583368,2.1188,308.5,1.35,FALSE POSITIVE,0.0186,Kepler,,,
9.95639775,5.615,510.5,28.15,CANDIDATE,0.095,Kepler,,,
6.50327035,2.591,418.3,1.67,CONFIRMED,0.0634,Kepler,,,
4.09667624,2.19,302.3,1.42,CONFIRMED,0.0466,Kepler,,,
1.196548464,1.2592,224.6,1.25,CONFIRMED,0.0205,Kepler,,,
11.47609015,5.046,182.3,2.07,CONFIRMED,0.1045,Kepler,,,
25.2630467,6.22,125.5,1.71,CONFIRMED,0.1769,Kepler,,,
7.1688266,1.29,,,FALSE POSITIVE,,Kepler,,,
0.677374687,1.8361,76.7,0.9,CONFIRMED,0.015,Kepler,,,
10.43547031,3.4167,210.2,1.22,CONFIRMED,0.0881,Kepler,,,
7.41084314,3.245,124.1,0.94,CONFIRMED,0.0702,Kepler,,,
28.59914031,3.6567,1585.1,1.83,CONFIRMED,0.1422,Kepler,,,
24.58716355,3.984,907.5,2.37,CONFIRMED,0.1552,Kepler,,,
34.193600311,5.41382,13715.0,21.95,FALSE POSITIVE,0.2155,Kepler,,,
12.53248222,4.0168,1145.9,3.24,CONFIRMED,0.1054,Kepler,,,
31.201692472,2.15663,34514.0,8.31,CANDIDATE,0.1498,Kepler,,,
13.19720694,3.4872,2141.4,4.18,CONFIRMED,0.1027,Kepler,,,
14.85890852,3.5252,3269.0,5.94,CONFIRMED,0.1136,Kepler,,,
4.08897299,3.585,157.9,2.36,CONFIRMED,0.0533,Kepler,,,
2.866680334,1.1264,712.4,2.93,FALSE POSITIVE,0.0373,Kepler,,,
17.44486016,4.445,826.9,3.24,CONFIRMED,0.1263,Kepler,,,
8.30697421,2.76,158.7,37.99,FALSE POSITIVE,0.0747,Kepler,,,
2.49705175,3.79,,,FALSE POSITIVE,,Kepler,,,
7.33685101,3.548,325.8,1.52,CONFIRMED,0.0724,Kepler,,,
22.65117451,3.6895,2250.0,7.62,FALSE POSITIVE,0.1721,Kepler,,,
1.204274435,1.3362,185.8,1.19,FALSE POSITIVE,0.0217,Kepler,,,
7.71790675,1.84,306.8,0.9,CONFIRMED,0.0621,Kepler,,,
27.6652847,6.633,469.2,2.21,CONFIRMED,0.1754,Kepler,,,
0.948950734,4.0245,2133.0,36.87,FALSE POSITIVE,0.0198,Kepler,,,
14.55730897,7.7643,956.9,4.32,CONFIRMED,0.1186,Kepler,,,
4.722254104,3.451,82670.0,14.45,FALSE POSITIVE,0.0443,Kepler,,,
0.635069939,2.07171,33117.0,57.77,FALSE POSITIVE,0.015,Kepler,,,
6.810823723,7.98574,14447.0,26.06,CANDIDATE,0.0798,Kepler,,,
0.933746515,6.6522,2936.6,25.54,FALSE POSITIVE,0.0169,Kepler,,,
1.872421727,1.5261,3018.9,5.65,FALSE POSITIVE,0.0271,Kepler,,,
33.6528474,3.9616,1140.8,3.05,CONFIRMED,0.1916,Kepler,,,
5.90127815,2.1979,1525.2,1.94,CONFIRMED,0.051,Kepler,,,
8.75209691,2.3742,1367.6,1.83,CONFIRMED,0.0664,Kepler,,,
22.78078241,3.3002,1925.1,2.17,CONFIRMED,0.1256,Kepler,,,
2.896005211,1.6776,614.1,1.23,CONFIRMED,0.0318,Kepler,,,
0.742957911,0.6688,843.3,1.47,CONFIRMED,0.0128,Kepler,,,
54.35635067,6.4345,10510.0,38.81,FALSE POSITIVE,0.2898,Kepler,,,
0.54624855,2.0543,639.7,18.93,FALSE POSITIVE,0.0121,Kepler,,,
18.82744023,4.664,1006.2,2.7,CONFIRMED,0.1353,Kepler,,,
8.4120069,3.923,819.6,1.71,FALSE POSITIVE,0.0703,Kepler,,,
5.747711909,1.8923,820.1,1.86,CONFIRMED,0.054,Kepler,,,
3.504691252,1.9811,315.1,2.03,CONFIRMED,0.0434,Kepler,,,
0.995861402,1.1507,4993.8,26.93,FALSE POSITIVE,0.0176,Kepler,,,
86.67856052,10.1289,8244.1,9.83,CONFIRMED,0.3779,Kepler,,,
12.21828097,2.6969,1843.4,5.1,CONFIRMED,0.1024,Kepler,,,
8.387210055,1.6477,4952.0,72.52,FALSE POSITIVE,0.0882,Kepler,,,
15.2384539,19.292,7019.0,9.84,FALSE POSITIVE,0.1253,Kepler,,,
0.413334492,2.3808,2025.1,31.52,FALSE POSITIVE,0.0112,Kepler,,,
0.93374614,6.551,1717.5,149.71,FALSE POSITIVE,0.0228,Kepler,,,
6.47179275,6.788,402.5,2.08,FALSE POSITIVE,0.0699,Kepler,,,
64.617518,5.796,2486.6,5.4,CONFIRMED,0.297,Kepler,,,
13.21409607,3.5641,1154.8,2.77,CONFIRMED,0.1019,Kepler,,,
6.05729966,3.7419,385.2,1.94,CONFIRMED,0.062,Kepler,,,
3.584101048,2.7316,2608.1,4.66,CONFIRMED,0.0462,Kepler,,,
1.763587535,3.16877,4590.6,21.42,CONFIRMED,0.0386,Kepler,,,
5.014234733,4.589,6536.0,10.63,CONFIRMED,0.0626,Kepler,,,
8.11528727,3.211,834.9,3.1,CONFIRMED,0.0785,Kepler,,,
36.9250409,4.9381,902.0,3.01,CONFIRMED,0.2155,Kepler,,,
37.4783492,5.317,1467.9,10.05,FALSE POSITIVE,0.1692,Kepler,,,
8.09695764,3.319,283.5,34.0,FALSE POSITIVE,0.0821,Kepler,,,
32.3122867,6.569,677.8,4.84,CONFIRMED,0.2015,Kepler,,,
9.22961384,2.235,492.1,2.79,CONFIRMED,0.0933,Kepler,,,
14.5598556,5.624,290.6,1.64,CONFIRMED,0.116,Kepler,,,
4.176254191,3.6716,1360.1,3.07,CONFIRMED,0.0483,Kepler,,,
0.528755447,5.714,408.5,47.75,FALSE POSITIVE,0.0134,Kepler,,,
6.10027621,4.7476,766.6,2.59,CONFIRMED,0.066,Kepler,,,
51.59809554,2.0153,5869.2,6.57,CANDIDATE,0.2675,Kepler,,,
1500.0,7.109,9592.0,9.8,CANDIDATE,2.4144,Kepler,,,
10.9110487,7.033,401.9,2.36,FALSE POSITIVE,0.0949,Kepler,,,
8.408878137,3.4967,798.9,2.28,CONFIRMED,0.0744,Kepler,,,
10.93725572,3.0822,421.6,2.41,CONFIRMED,0.092,Kepler,,,
2.97136658,2.716,233.3,1.52,CONFIRMED,0.0386,Kepler,,,
158.6850022,11.5372,898.3,3.08,CONFIRMED,0.5444,Kepler,,,
2.936527336,1.771,352.3,1.92,CONFIRMED,0.0383,Kepler,,,
7.03902016,3.8633,529.8,2.45,CONFIRMED,0.0744,Kepler,,,
8.360870704,2.7144,2039.7,3.67,CONFIRMED,0.0744,Kepler,,,
3.14051153,8.2806,1444.4,31.01,FALSE POSITIVE,0.0414,Kepler,,,
21.76129812,1.243,1300.7,2.53,CONFIRMED,0.1401,Kepler,,,
12.713794177,2.44093,36719.0,2.31,FALSE POSITIVE,0.0485,Kepler,,,
15.801100028,6.37505,37545.0,15.61,FALSE POSITIVE,0.118,Kepler,,,
1500.1406772,25.727,4129.9,18.35,CANDIDATE,2.634,Kepler,,,
1.739428983,2.4894,5897.4,268.65,FALSE POSITIVE,0.0263,Kepler,,,
1.217266418,3.3208,5811.5,14.49,FALSE POSITIVE,0.0248,Kepler,,,
19.563092517,6.9547,12992.0,23.76,FALSE POSITIVE,0.1473,Kepler,,,
3.7228551,12.8164,2969.2,5.67,FALSE POSITIVE,0.0464,Kepler,,,
48.93786896,6.5868,7240.1,24.19,FALSE POSITIVE,0.2934,Kepler,,,
5.48990788,4.02,598.9,23.6,FALSE POSITIVE,0.0619,Kepler,,,
161.5278347,3.6734,4653.6,8.19,CONFIRMED,0.5874,Kepler,,,
0.73093905,2.8437,451.1,1.45,FALSE POSITIVE,0.0142,Kepler,,,
11.39102358,2.303,448.6,1.67,CONFIRMED,0.092,Kepler,,,
12.33343853,6.221,536.4,4.12,CONFIRMED,0.1003,Kepler,,,
8.01500821,3.0137,363.0,2.0,CONFIRMED,0.0748,Kepler,,,
0.933749941,6.606,415.3,12.93,FALSE POSITIVE,0.015,Kepler,,,
7.053934488,1.7244,511.5,2.36,CONFIRMED,0.0684,Kepler,,,
4.29263699,2.7,61.4,0.68,CONFIRMED,0.0491,Kepler,,,
7.6746614,1.9374,503.0,2.8,CONFIRMED,0.0781,Kepler,,,
0.445275074,2.276,254.7,1.21,FALSE POSITIVE,0.0106,Kepler,,,
1.213770423,0.5532,1821.0,0.78,CONFIRMED,0.0113,Kepler,,,
0.453287416,0.4445,1461.5,0.76,CONFIRMED,0.0059,Kepler,,,
10.810132734,4.4618,6165.2,13.95,FALSE POSITIVE,0.0993,Kepler,,,
1.865114193,0.4279,1124.8,0.66,CONFIRMED,0.0151,Kepler,,,
3.273699006,3.07626,6862.8,22.36,FALSE POSITIVE,0.0606,Kepler,,,
7.047103499,3.3208,71318.0,51.86,FALSE POSITIVE,0.0725,Kepler,,,
0.530300102,2.8502,3040.0,35.73,FALSE POSITIVE,0.0133,Kepler,,,
1.073917869,2.4305,1926.6,33.01,FALSE POSITIVE,0.0206,Kepler,,,
4.206096814,10.7381,1298.1,32.66,FALSE POSITIVE,0.0531,Kepler,,,
19.56313723,6.8575,5536.0,9.73,FALSE POSITIVE,0.1398,Kepler,,,
2.227718792,4.9699,1039.0,8.88,FALSE POSITIVE,0.0334,Kepler,,,
0.591914504,1.0225,1057.7,27.21,FALSE POSITIVE,0.0123,Kepler,,,
36.7704935,4.42,1346.6,2.83,CONFIRMED,0.2036,Kepler,,,
14.58932429,2.4184,831.3,2.32,CONFIRMED,0.1099,Kepler,,,
0.764017553,1.103,128.2,0.86,CONFIRMED,0.0154,Kepler,,,
59.8780258,4.8027,1419.1,2.19,CONFIRMED,0.2522,Kepler,,,
20.51360192,3.4769,1174.1,2.58,CANDIDATE,0.1323,Kepler,,,
74.92768653,4.74,4119.2,6.39,CONFIRMED,0.3292,Kepler,,,
150.0189511,4.3823,4319.7,32.6,CONFIRMED,0.523,Kepler,,,
2.613020421,1.9588,599.7,1.5,CONFIRMED,0.0298,Kepler,,,
0.927859786,1.4279,515.3,1.79,CONFIRMED,0.017,Kepler,,,
205.912735,9.992,2378.8,4.68,CONFIRMED,0.6785,Kepler,,,
7.10695741,5.1462,131.0,1.72,CONFIRMED,0.0733,Kepler,,,
0.783276173,1.6735,264.7,1.98,CANDIDATE,0.0165,Kepler,,,
3.17405898,2.3156,282.2,2.09,CANDIDATE,0.042,Kepler,,,
2.1395563,2.0678,266.1,1.76,CONFIRMED,0.0317,Kepler,,,
