period,duration,depth,planet_radius,kepid,koi,disposition,semi_major_axis,source,star_radius,teff,logg,tic,planet_name,host_name,toi
6.269716,,,3.86288,,,,,TESS,1.08,4812.0,4.26,,,,4130.01
2.3382502,,,11.123,,,,,TESS,0.94,5263.0,4.45,,,,4131.01
11.7647926,,,11.5240963,,,,,TESS,1.69397,5801.0,4.01,,,,4132.01
4.1571604,,,,,,,,TESS,,5766.9,,,,,4133.01
0.9135968,,,2.17077,,,,,TESS,0.89,5987.0,4.58,,,,4134.01
2.5139764,,,4.90303,,,,,TESS,2.05,6150.0,3.9,,,,4135.01
3.7630305,,,5.96705,,,,,TESS,1.5,6357.0,4.19,,,,4136.01
3.8016217,,,13.6371,,,,,TESS,1.47,6244.0,4.19,,,,4137.01
3.660032,,,17.5565568,,,,,TESS,1.88626,5988.0,3.93,,,,4138.01
4.6200781,,,7.04607,,,,,TESS,1.16,5999.0,4.36,,,,4139.01
1.82488,,,24.8366,,,,,TESS,1.23,5773.74,3.51,,,,414.01
4.2511214,,,11.2617,,,,,TESS,0.94,5501.0,4.48,,,,4140.01
3.6022715,,,14.4799,,,,,TESS,1.45,6338.0,4.21,,,,4141.01
3.6593967,,,12.1105,,,,,TESS,1.86,5875.0,3.92,,,,4142.01
9.8482192,,,13.8742,,,,,TESS,3.31,6126.0,3.46,,,,4143.01
16.9020565,,,11.3763,,,,,TESS,0.91,5442.0,4.49,,,,4144.01
4.0664446,,,12.1827,,,,,TESS,0.86,5421.0,4.54,,,,4145.01
0.7011578,,,13.2816,,,,,TESS,1.51,6036.0,4.13,,,,4146.01
2.3745416,,,13.6144,,,,,TESS,1.3,5865.0,4.23,,,,4147.01
3.6841446,,,3.74263,,,,,TESS,0.79,4939.0,4.55,,,,4148.01
3.2928068,,,11.9432,,,,,TESS,0.91,5037.0,4.44,,,,4149.01
3.6112621,,,13.6137403,,,,,TESS,1.68443,6450.0,4.03776,,,,415.01
9.7938352,,,13.1815999,,,,,TESS,1.46202,5737.0,4.12,,,,4150.01
11.6999152,,,12.0929,,,,,TESS,2.16,6906.0,3.94,,,,4151.01
1.5822588,,,,,,,,TESS,,,,,,,4152.01
4.6174254,,,16.6632337,,,,,TESS,1.67219,6411.0,4.1,,,,4153.01
7.3446285,,,12.8665,,,,,TESS,1.99,6320.0,3.94,,,,4154.01
3.3207642,,,3.02356,,,,,TESS,0.95,6142.0,4.55,,,,4155.01
4.461878,,,2.32515,,,,,TESS,1.04,5986.0,4.45,,,,4156.01
12.822639,,,3.0954065,,,,,TESS,1.0396301,5986.0,4.45,,,,4156.02
5.289835,,,7.64474,,,,,TESS,1.11,6655.0,4.5,,,,4157.01
13.4167713,,,,,,,,TESS,,,,,,,4158.01
0.8659846,,,8.86618,,,,,TESS,1.92,5815.0,3.89,,,,4159.01
7.0114,,,18.1417,,,,,TESS,1.82,6084.8,4.01,,,,416.01
4.4427146,,,11.7585481,,,,,TESS,1.04413,5754.0,4.41,,,,4160.01
4.2607797,,,13.7822358,,,,,TESS,2.1503201,7409.0,4.0,,,,4161.01
4.3744258,,,19.4866,,,,,TESS,2.05,6013.0,3.86,,,,4162.01
21.5615248,,,7.76454,,,,,TESS,1.28,5644.0,4.22,,,,4163.01
3.522843,,,3.93303,,,,,TESS,1.39,5952.0,,,,,4164.01
7.1406422,,,11.978218,,,,,TESS,1.00007,5463.0,4.42,,,,4165.01
5.236124,,,2.94616,,,,,TESS,0.96,5604.0,4.47,,,,4166.01
14.793901,,,8.42756,,,,,TESS,0.84,5095.0,4.52,,,,4167.01
29.3821476,,,14.7329776,,,,,TESS,1.1547199,6016.0,4.36,,,,4168.01
3.4026932,,,11.5347,,,,,TESS,2.18,5661.0,3.77,,,,4169.01
5.62162,,,3.35879,,,,,TESS,1.27,5834.2,4.24,,,,417.01
2.190225,,,15.1395,,,,,TESS,1.56,5929.0,4.09,,,,4170.01
3.7453991,,,3.17171,,,,,TESS,0.81,5133.0,4.56,,,,4171.01
4.1915095,,,2.33252,,,,,TESS,0.79,4996.0,4.56,,,,4172.01
8.2713274,,,14.0507,,,,,TESS,0.97,5921.0,4.5,,,,4173.01
1.5569519,,,6.93656,,,,,TESS,2.04,6464.0,3.94,,,,4174.01
2.1632835,,,,,,,,TESS,,,,,,,4175.01
3.2089372,,,19.3856,,,,,TESS,2.43,7423.0,3.89774,,,,4176.01
3.6928289,,,15.6542,,,,,TESS,2.13,7042.0,3.97,,,,4177.01
2.2042212,,,9.78883,,,,,TESS,1.42,5702.0,4.14,,,,4178.01
2.5485772,,,,,,,,TESS,,4813.4,,,,,4179.01
2.2359865,,,13.4367443,,,,,TESS,0.844379,5260.0,4.51363,,,,418.01
1.5954319,,,4.3219935,,,,,TESS,1.92067,7511.0,3.92857,,,,4180.01
0.5992533,,,2.9919707,,,,,TESS,0.18,31000.0,5.59998,,,,4181.01
27.848697,,,2.77036,,,,,TESS,1.56,5399.6,3.9,,,,4182.01
11.7915574,,,3.2687802,,,,,TESS,1.24512,6407.0,4.35687,,,,4183.01
4.9019938,,,2.5554145,,,,,TESS,0.240807,3147.0,5.04654,,,,4184.01
16.5414219,,,3.3270234,,,,,TESS,0.938435,4395.6,4.49,,,,4185.01
12.7503356,,,2.17135,,,,,TESS,0.88,5639.0,4.55041,,,,4186.01
30.8812601,,,5.2996592,,,,,TESS,2.2319901,6047.0,3.7899,,,,4187.01
10.2813284,,,11.8759119,,,,,TESS,0.593317,3919.0,4.63413,,,,4188.01
46.9621053,,,2.4680695,,,,,TESS,0.879321,5744.0,4.56261,,,,4189.01
0.4038426,,,1.442393,,,,,TESS,0.555,4119.1,4.73,,,,419.01
15.6062307,,,2.1494954,,,,,TESS,0.816585,5067.0,4.54195,,,,4190.01
742.8561164,,,2.2756143,,,,,TESS,1.10194,5816.0,4.37494,,,,4191.01
4.2300182,,,17.0408,,,,,TESS,1.44,6064.1,4.18,,,,4192.01
6.5081212,,,11.511,,,,,TESS,1.27,5652.8,4.38,,,,4193.01
1.0432995,,,6.51532,,,,,TESS,1.07,5943.0,4.42,,,,4194.01
5.4447698,,,,,,,,TESS,,5890.0,,,,,4195.01
3.125924,,,17.3686,,,,,TESS,1.24,5828.0,4.28,,,,4196.01
3.9017499,,,12.6062,,,,,TESS,0.71,4665.0,4.6,,,,4197.01
4.746318,,,12.2509,,,,,TESS,1.09,5648.0,4.36,,,,4198.01
4.4466179,,,16.7023,,,,,TESS,1.85,6534.0,4.03,,,,4199.01
2.300698,,,4.87824,,,,,TESS,0.85,5747.3,4.57,,,,420.01
1.027641,,,,,,,,TESS,,5640.0,,,,,4200.01
3.5809733,,,12.0428,,,,,TESS,0.61,3790.0,4.64,,,,4201.01
2.6689906,,,,,,,,TESS,,5247.8,,,,,4202.01
2.9531039,,,,,,,,TESS,,5304.5,,,,,4203.01
3.9592516,,,7.85756,,,,,TESS,1.39,7068.0,4.35,,,,4204.01
5.9056572,,,11.5383,,,,,TESS,0.97,5076.0,4.4,,,,4205.01
2.4170503,,,13.975,,,,,TESS,1.56,5796.8,4.07,,,,4206.01
1.0681394,,,19.5184,,,,,TESS,2.23,7248.0,3.95,,,,4207.01
1.72328,,,,,,,,TESS,,,,,,,4208.01
0.8631737,,,12.7525,,,,,TESS,1.47,6142.0,4.17,,,,4209.01
16.067522,,,4.7909617,,,,,TESS,0.860124,5718.0,4.35658,,,,421.01
5.1976858,,,1.9257346,,,,,TESS,0.860124,5718.0,4.35658,,,,421.02
1.0754208,,,9.41227,,,,,TESS,1.17,4614.0,4.16,,,,4210.01
2.2715616,,,,,,,,TESS,,6671.3,,,,,4211.01
2.3485025,,,,,,,,TESS,,8807.8,,,,,4212.01
1.0435229,,,9.09391,,,,,TESS,1.23,6259.0,4.34,,,,4213.01
3.491383,,,11.154,,,,,TESS,1.59,5936.5,4.28,,,,4214.01
1.0994412,,,11.0223,,,,,TESS,1.63,6915.0,4.19,,,,4215.01
2.1816809,,,,,,,,TESS,,8582.7,4.08,,,,4216.01
1.1870337,,,10.6747149,,,,,TESS,1.15885,6325.0,4.41,,,,4217.01
2.6269521,,,17.6062,,,,,TESS,1.58,6976.0,4.22,,,,4218.01
1.1471548,,,3.90118,,,,,TESS,0.75,3901.0,4.47,,,,4219.01
0.6333372,,,4.4957089,,,,,TESS,1.34655,5999.0,4.22,,,,422.01
1.9138779,,,,,,,,TESS,,7246.0,,,,,4220.01
2.8395663,,,,,,,,TESS,,5858.0,,,,,4221.01
0.8335712,,,12.5164,,,,,TESS,2.09,6158.0,3.87,,,,4222.01
7.2654708,,,13.0064,,,,,TESS,1.05,5944.0,4.43,,,,4223.01
1.161347,,,10.7619,,,,,TESS,1.62,6289.0,4.11,,,,4224.01
1.1355457,,,21.5263238,,,,,TESS,7.03693,10262.0,,,,,4225.01
2.9628955,,,14.7038,,,,,TESS,2.04,7998.0,,,,,4226.01
3.4169475,,,13.7893,,,,,TESS,1.63,6610.0,4.16,,,,4227.01
6.0219203,,,19.1085522,,,,,TESS,1.58618,5932.0,4.07,,,,4228.01
1.1385671,,,16.0326,,,,,TESS,2.0,9024.0,4.19,,,,4229.01
3.1615697,,,14.8619546,,,,,TESS,1.0977401,6072.0,4.41,,,,423.01
1.9401022,,,,,,,,TESS,,5436.9,,,,,4230.01
3.2970252,,,13.4619,,,,,TESS,1.67,8945.0,4.35,,,,4231.01
1.2247985,,,8.32531,,,,,TESS,0.89,5699.0,4.55,,,,4232.01
1.820443,,,16.6319,,,,,TESS,1.94,6079.0,3.92,,,,4233.01
0.908232,,,8.54322,,,,,TESS,1.23,6481.0,4.38,,,,4234.01
1.6562803,,,9.54495,,,,,TESS,1.25,6044.0,4.29,,,,4235.01
0.4021401,,,22.9091656,,,,,TESS,2.44753,6115.0,3.72,,,,4236.01
3.0482015,,,,,,,,TESS,,5774.7,,,,,4237.01
1.2732245,,,13.8628,,,,,TESS,0.85,4973.0,4.49,,,,4238.01
2.8123314,,,16.8822046,,,,,TESS,1.84646,6614.0,4.05,,,,4239.01
1.9784257,,,2.02143,,,,,TESS,0.75,5059.0,4.61,,,,424.01
10.1238604,,,15.7944,,,,,TESS,1.81,6531.0,4.05,,,,4240.01
3.1118943,,,14.3339,,,,,TESS,1.08,5412.6,,,,,4241.01
3.0579913,,,14.2454281,,,,,TESS,1.59436,5967.0,4.07,,,,4242.01
1.0886286,,,8.7147619,,,,,TESS,4.2160501,6127.0,3.25,,,,4243.01
1.8665254,,,10.2057,,,,,TESS,1.61,6310.3,,,,,4244.01
3.1527177,,,5.7168495,,,,,TESS,0.800841,5093.0,4.52,,,,4245.01
12.8860009,,,12.0983571,,,,,TESS,1.11324,6126.0,4.41,,,,4246.01
4.3539599,,,23.0280318,,,,,TESS,1.09523,5883.0,4.39,,,,4247.01
5.1442317,,,13.8382,,,,,TESS,2.09,5936.0,4.18,,,,4248.01
6.772626,,,19.1292,,,,,TESS,2.12,4360.5,,,,,4249.01
3.60364,,,14.1007,,,,,TESS,1.62,6896.7,4.17,,,,425.01
4.0185922,,,13.9642,,,,,TESS,1.77,7156.0,4.15,,,,4250.01
0.9109508,,,13.0531,,,,,TESS,1.79,9421.0,4.31,,,,4251.01
2.6085023,,,13.8957666,,,,,TESS,1.2122999,7302.0,4.49,,,,4252.01
3.4192373,,,,,,,,TESS,,5658.5,,,,,4253.01
1.1462769,,,14.1198099,,,,,TESS,2.11854,6416.0,3.9,,,,4254.01
2.5057108,,,12.9673,,,,,TESS,2.26,8330.0,4.04,,,,4255.01
1.0962372,,,15.7533,,,,,TESS,3.25,6519.0,3.54,,,,4256.01
4.6512523,,,6.22936,,,,,TESS,1.1,7192.0,4.56,,,,4257.01
3.8505662,,,16.5768,,,,,TESS,2.13,6353.0,3.88,,,,4258.01
8.9612626,,,17.0901716,,,,,TESS,1.1706899,5435.5,,,,,4259.01
1.3205037,,,2.1611735,,,,,TESS,0.98926,5731.0,4.46,,,,426.01
5.4588359,,,8.59319,,,,,TESS,1.41,6349.0,,,,,4260.01
1.5040804,,,,,,,,TESS,,3810.2,,,,,4261.01
5.9977892,,,11.3637133,,,,,TESS,1.2860301,6613.0,4.36,,,,4262.01
0.8334976,,,9.0185699,,,,,TESS,1.3925,6071.0,4.2,,,,4263.01
3.1580472,,,8.3204,,,,,TESS,1.01,7606.3,,,,,4264.01
3.7353995,,,8.61993,,,,,TESS,1.53,5895.0,4.1,,,,4265.01
0.8118585,,,16.3456,,,,,TESS,1.97,5051.7,,,,,4266.01
1.2125595,,,11.1279,,,,,TESS,1.48,6719.0,4.25,,,,4267.01
0.8133123,,,4.37963,,,,,TESS,2.12,8265.0,,,,,4268.01
4.5766182,,,,,,,,TESS,,5816.5,,,,,4269.01
0.6090253,,,15.1945,,,,,TESS,1.02,5271.7,4.34,,,,427.01
3.4671474,,,11.6401,,,,,TESS,1.58,5886.0,4.07,,,,4270.01
4.5016988,,,,,,,,TESS,,5829.0,,,,,4271.01
2.7302636,,,13.7961,,,,,TESS,1.39,6307.0,4.25,,,,4272.01
2.9346956,,,23.898,,,,,TESS,2.23,6728.0,3.9,,,,4273.01
0.4459299,,,20.4459,,,,,TESS,1.7,8878.0,4.33,,,,4274.01
0.7617828,,,,,,,,TESS,,6132.7,,,,,4275.01
11.851162,,,,,,,,TESS,,4983.0,,,,,4276.01
3.2738129,,,14.6729,,,,,TESS,1.27,5976.0,4.27,,,,4277.01
1.7519943,,,9.23623,,,,,TESS,1.39,5483.0,4.14,,,,4278.01
2.0976705,,,14.488932,,,,,TESS,2.7729599,5914.8,3.59,,,,4279.01
0.6333315,,,6.24344,,,,,TESS,2.35,5713.0,3.67,,,,428.01
3.518972,,,13.7987,,,,,TESS,1.16,5972.0,4.35,,,,4280.01
5.7626055,,,,,,,,TESS,,5558.7,,,,,4281.01
13.5098037,,,16.3981,,,,,TESS,0.94,5780.0,4.51,,,,4282.01
3.0131053,,,17.061,,,,,TESS,1.4,6838.0,4.32,,,,4283.01
3.5008785,,,14.5866828,,,,,TESS,1.8056901,5759.0,4.3,,,,4284.01
1.1703152,,,9.82528,,,,,TESS,1.23,6328.0,4.36,,,,4285.01
1.0268508,,,3.2806,,,,,TESS,0.85,4938.0,4.49,,,,4286.01
4.2337624,,,14.6498,,,,,TESS,1.86,6387.0,4.0,,,,4287.01
6.0597,,,8.06637,,,,,TESS,0.82,5036.0,4.54,,,,4288.01
2.9757428,,,18.7018,,,,,TESS,2.18,6025.0,3.81,,,,4289.01
,,,9.33426,,,,,TESS,0.98,5216.0,4.43,,,,429.01
1.1771655,,,2.93951,,,,,TESS,0.8,5313.0,4.59,,,,4290.01
12.1525595,,,10.0438,,,,,TESS,1.28,6029.0,4.27,,,,4291.01
1.7201092,,,9.82252,,,,,TESS,1.13,5878.0,4.36,,,,4292.01
1.6242109,,,14.9916,,,,,TESS,1.06,5705.0,4.39,,,,4293.01
2.4330551,,,,,,,,TESS,,5512.0,,,,,4294.01
11.3929129,,,10.0728,,,,,TESS,1.14,5217.0,4.28,,,,4295.01
19.9706574,,,3.1454612,,,,,TESS,0.899081,4985.0,4.45,,,,4296.01
16.5272651,,,2.9241556,,,,,TESS,0.821739,5030.0,4.53132,,,,4297.01
722.2619756,,,2.7207078,,,,,TESS,1.22059,5857.0,4.26578,,,,4298.01
6.6019866,,,3.55715,,,,,TESS,1.45,6758.0,4.28,,,,4299.01
0.58644,,,2.31276,,,,,TESS,1.0,5997.7,,,,,430.01
0.8062768,,,9.05313,,,,,TESS,3.37,7311.1,4.16,,,,4300.01
6.5445251,,,2.62701,,,,,TESS,0.98,5686.0,4.46,,,,4301.01
38.7619532,,,2.5255313,,,,,TESS,0.876001,5653.0,4.55306,,,,4302.01
8.6110844,,,4.3063675,,,,,TESS,1.76524,6908.0,4.12055,,,,4303.01
15.5718552,,,2.44317,,,,,TESS,1.31,6352.33,4.30502,,,,4304.01
31.7180208,,,2.2998049,,,,,TESS,1.30883,6352.33,4.30502,,,,4304.03
183.0019106,,,5.5931205,,,,,TESS,2.7539101,6200.0,3.63371,,,,4305.01
374.3644315,,,5.1223706,,,,,TESS,2.7539101,6200.0,3.63371,,,,4305.02
2.7299049,,,1.3513606,,,,,TESS,0.155498,2887.0,5.15917,,,,4306.01
32.696666,,,1.3159881,,,,,TESS,1.09843,6079.16,4.438,,,,4307.01
4.6545798,,,0.5531037,,,,,TESS,1.09843,6079.16,4.438,,,,4307.02
9.1512776,,,2.45142,,,,,TESS,0.79,5015.0,4.47652,,,,4308.01
87.22287,,,2.5058764,,,,,TESS,0.829943,5220.0,4.54936,,,,4309.01
12.4610086,,,3.2809492,,,,,TESS,0.726632,4891.0,4.62,,,,431.01
0.4900589,,,1.4741529,,,,,TESS,0.726632,4891.0,4.62,,,,431.02
739.1670007,,,2.6735992,,,,,TESS,0.721084,4159.0,4.53501,,,,4310.01
15.0700779,,,2.7293235,,,,,TESS,0.850729,5159.0,4.519,,,,4311.01
0.9902892,,,1.4156529,,,,,TESS,0.850729,5159.0,4.519,,,,4311.02
726.1175225,,,2.4385296,,,,,TESS,0.55033,3808.0,4.69366,,,,4312.01
6.8227645,,,3.6003512,,,,,TESS,2.0587699,5781.0,3.82788,,,,4313.01
73.580982,,,3.3991025,,,,,TESS,1.76118,7802.0,4.21386,,,,4314.01
8.2861614,,,2.2912229,,,,,TESS,0.914215,5809.0,4.56733,,,,4315.01
20.2730282,,,10.4386,,,,,TESS,0.86,5742.0,4.58473,,,,4316.01
358.2825093,,,3.8800495,,,,,TESS,0.865987,4354.29,4.39555,,,,4317.01
1.1343824,,,1.7532446,,,,,TESS,0.846842,5683.0,4.58721,,,,4318.01
,,,6.5519689,,,,,TESS,0.725033,4438.0,4.438,,,,4319.01
2.24704,,,18.1799,,,,,TESS,1.2,6846.0,4.23,,,,432.01
25.1290153,,,1.93226,,,,,TESS,1.04,5871.0,4.43296,,,,4320.01
46.4093732,,,2.1862997,,,,,TESS,1.03563,5871.0,4.43296,,,,4320.02
,,,3.3520677,,,,,TESS,2.4612,6163.97,3.72396,,,,4321.01
13.4190972,,,2.4168515,,,,,TESS,1.20531,5914.2,4.30929,,,,4322.01
14.6762658,,,2.8523348,,,,,TESS,0.458861,3414.0,4.77364,,,,4323.01
21.9692578,,,4.1061739,,,,,TESS,0.458861,3414.0,4.77364,,,,4323.02
6.2509468,,,1.1306823,,,,,TESS,0.395397,3479.0,4.8309,,,,4324.01
1.6500673,,,2.3990078,,,,,TESS,0.454049,3896.0,4.70541,,,,4325.01
1826.0790324,,,2.7599003,,,,,TESS,1.07903,6034.49,4.42122,,,,4326.01
0.8303285,,,3.44971,,,,,TESS,0.57,3672.0,4.68064,,,,4327.01
703.79367,,,1.860295,,,,,TESS,0.739835,4709.0,4.57486,,,,4328.01
2.9224661,,,20.8842189,,,,,TESS,2.7442901,5520.0,3.55,,,,4329.01
1.17409,,,49.6799,,,,,TESS,3.67,8242.0,3.61,,,,433.01
3.3513304,,,17.7728,,,,,TESS,8.71,4886.0,,,,,4330.01
2.9034242,,,6.62177,,,,,TESS,2.25,5992.0,3.77,,,,4331.01
5.4468377,,,4.39864,,,,,TESS,1.68,6793.0,4.15,,,,4332.01
8.9021443,,,9.954598,,,,,TESS,1.7521,6606.0,4.09,,,,4333.01
8.2197647,,,7.65998,,,,,TESS,2.12,6657.0,3.93,,,,4334.01
4.5006638,,,14.2378,,,,,TESS,1.48,8933.0,4.45175,,,,4335.01
16.3363665,,,2.0492403,,,,,TESS,0.326568,3365.0,4.89744,,,,4336.01
2.2887763,,,2.8057654,,,,,TESS,0.617703,3953.0,4.6489,,,,4337.01
7.4997158,,,13.7499035,,,,,TESS,1.90969,4979.2,3.92,,,,4338.01
1.2540806,,,10.3493319,,,,,TESS,0.399724,3455.0,4.82691,,,,4339.01
4.3888516,,,13.8994523,,,,,TESS,0.877856,5175.0,4.46488,,,,434.01
2.6680587,,,3.45609,,,,,TESS,1.44,6406.0,4.23,,,,4340.01
18.4043334,,,1.2834433,,,,,TESS,0.133376,2891.0,5.22041,,,,4341.01
5.538329,,,2.2721409,,,,,TESS,0.598175,3883.0,4.65275,,,,4342.01
10.6886084,,,2.4642245,,,,,TESS,0.598175,3883.0,4.65275,,,,4342.02
11.5418525,,,1.8822681,,,,,TESS,0.901955,6112.0,4.5884,,,,4343.01
731.4808779,,,3.2537107,,,,,TESS,2.0546,5854.0,3.83792,,,,4344.01
12.8910022,,,2.3547529,,,,,TESS,0.18,31000.0,5.59962,,,,4345.01
3.9077116,,,1.5722799,,,,,TESS,0.64011,3917.0,4.61771,,,,4346.01
35.3573239,,,4.0299536,,,,,TESS,1.56285,7607.0,4.31008,,,,4347.01
602.2450921,,,2.8742544,,,,,TESS,1.8626699,6128.0,3.96225,,,,4348.01
749.1605231,,,2.343896,,,,,TESS,0.558169,3851.0,4.71539,,,,4349.01
3.352907,,,5.2933196,,,,,TESS,0.672832,3978.0,4.438,,,,435.01
4.8759656,,,1.4450569,,,,,TESS,1.1487499,5937.0,4.35104,,,,4350.01
20.1459438,,,2.4401617,,,,,TESS,0.888701,5303.0,4.4996,,,,4351.01
11.8918633,,,1.692303,,,,,TESS,0.834552,5461.0,4.57288,,,,4352.01
718.1809317,,,1.3653089,,,,,TESS,0.425623,3614.0,4.80335,,,,4353.01
10.6306165,,,2.7943472,,,,,TESS,0.969791,5737.0,4.47544,,,,4354.01
,,,3.0678483,,,,,TESS,2.1748199,5423.0,3.73635,,,,4355.01
579.6472035,,,4.054669,,,,,TESS,1.5925601,6855.0,4.20414,,,,4356.01
1.8141215,,,1.3180464,,,,,TESS,1.12713,5789.58,4.35115,,,,4357.01
97.6087634,,,2.3777411,,,,,TESS,0.823673,5830.0,4.57203,,,,4358.01
2.4360845,,,2.46916,,,,,TESS,1.32,6529.0,4.33,,,,4359.01
1.8756,,,,,,,,TESS,,3549.7,4.87,,,,436.01
3.0749507,,,1.6050039,,,,,TESS,0.308247,3246.0,4.91671,,,,4360.01
741.4238314,,,2.776093,,,,,TESS,1.22039,5944.0,4.30249,,,,4361.01
7.5480709,,,2.6024598,,,,,TESS,1.57319,6688.0,4.19679,,,,4362.01
2.118659,,,1.8325534,,,,,TESS,0.69132,4002.0,4.5511,,,,4363.01
5.4240691,,,2.093707,,,,,TESS,0.465777,3500.0,4.76752,,,,4364.01
3.3784364,,,5.0917,,,,,TESS,1.41,6311.0,4.23,,,,4365.01
2.6374449,,,4.35478,,,,,TESS,1.96,5355.0,3.82,,,,4366.01
2.5025812,,,4.90076,,,,,TESS,0.91,5603.0,4.49875,,,,4367.01
4.4518604,,,34.0312942,,,,,TESS,3.60934,8353.8,4.1,,,,4368.01
13.576858,,,3.5804,,,,,TESS,2.5,6730.0,3.8,,,,4369.01
2.7439029,,,11.9292388,,,,,TESS,0.885702,4860.0,4.438,,,,437.01
2.5610662,,,2.3454,,,,,TESS,1.9,6161.0,3.95,,,,4370.01
1.0604139,,,4.5487,,,,,TESS,1.62,5801.2,4.22,,,,4371.01
3.2751914,,,2.81574,,,,,TESS,1.03,5496.0,,,,,4372.01
5.9422824,,,5.90656,,,,,TESS,1.63,7217.6,4.11,,,,4373.01
13.2689495,,,7.74981,,,,,TESS,2.85,9635.0,3.92,,,,4374.01
5.9685742,,,6.64236,,,,,TESS,3.44,10390.0,3.79,,,,4375.01
1.6089592,,,4.49321,,,,,TESS,2.42,7029.0,3.86,,,,4376.01
4.3780194,,,14.3632742,,,,,TESS,3.41348,4913.0,,,,,4377.01
1.0690665,,,9.4235411,,,,,TESS,1.13442,5930.0,4.36195,,,,4378.01
3.2535266,,,16.5212632,,,,,TESS,2.06072,6368.0,3.91383,,,,4379.01
5.8123508,,,2.8132678,,,,,TESS,0.796856,5210.8,4.58,,,,438.01
1.3290008,,,,,,,,TESS,,5780.0,4.438,,,,4380.01
1.4974223,,,16.7115651,,,,,TESS,0.841058,5377.0,4.5569,,,,4381.01
10.6895417,,,3.7848,,,,,TESS,1.45476,6255.0,4.19885,,,,4382.01
3.0421334,,,16.8899988,,,,,TESS,2.40325,5715.4,3.92,,,,4383.01
14.3171998,,,6.37558,,,,,TESS,1.61,7596.0,4.27063,,,,4384.01
9.2172172,,,14.1810894,,,,,TESS,2.7639699,6840.0,3.72526,,,,4385.01
2.0134389,,,5.85423,,,,,TESS,1.75,8127.0,4.24828,,,,4386.01
3.562038,,,16.7501675,,,,,TESS,2.42923,7042.0,3.85746,,,,4387.01
4.4742339,,,5.7449202,,,,,TESS,1.04312,5225.05,4.35079,,,,4388.01
11.4041935,,,18.1901191,,,,,TESS,3.0048201,6160.0,3.55136,,,,4389.01
3.85589,,,14.5222913,,,,,TESS,1.43256,6244.5,4.21,,,,439.01
4.3954444,,,,,,,,TESS,,5095.6,,,,,4390.01
5.2910096,,,,,,,,TESS,,,,,,,4391.01
3.9693722,,,6.3435,,,,,TESS,2.43,7030.0,3.86,,,,4392.01
2.2676081,,,6.4197,,,,,TESS,2.0,5958.0,3.87,,,,4393.01
1.491916,,,26.399811,,,,,TESS,4.42729,9747.0,3.54,,,,4394.01
3.7590079,,,7.61924,,,,,TESS,3.13,9505.0,3.83,,,,4395.01
7.4398211,,,5.48138,,,,,TESS,1.45,5822.0,4.14,,,,4396.01
2.6646183,,,4.25649,,,,,TESS,1.52,11526.0,4.56,,,,4397.01
5.7525195,,,,,,,,TESS,,,,,,,4398.01
7.7121208,,,3.004038,,,,,TESS,1.08958,5985.4,4.4,,,,4399.01
1.0817,,,2.07554,,,,,TESS,1.02,5759.2,4.45,,,,440.01
7.0642486,,,19.7963184,,,,,TESS,1.63563,5478.8,4.4,,,,4400.01
0.450264,,,1.7032799,,,,,TESS,0.898718,5366.0,4.49884,,,,4401.01
3.6989939,,,1.6399568,,,,,TESS,1.15018,5811.0,4.33357,,,,4402.01
4.4620528,,,3.0395927,,,,,TESS,1.72395,5515.2,3.91,,,,4403.01
39.6251926,,,17.70843,,,,,TESS,1.56795,5869.0,4.07271,,,,4404.01
5.9214231,,,2.8781652,,,,,TESS,0.687025,4361.0,4.59663,,,,4405.01
1.0929203,,,1.3599954,,,,,TESS,0.687025,4361.0,4.59663,,,,4405.02
30.083503,,,12.1275255,,,,,TESS,1.41293,5906.5,4.16721,,,,4406.01
7.1366507,,,3.3078706,,,,,TESS,1.01775,5559.0,4.41401,,,,4407.01
2.054238,,,3.5135858,,,,,TESS,0.655595,4389.0,4.64365,,,,4408.01
92.4918048,,,7.7703331,,,,,TESS,0.732008,4930.5,,,,,4409.01
2.87436,,,7.91346,,,,,TESS,1.44,6805.0,4.26,,,,441.01
26.0179101,,,2.5512622,,,,,TESS,0.913252,5489.0,4.44576,,,,4410.01
13.7748361,,,2.67656,,,,,TESS,1.47,6266.98,4.19069,,,,4411.01
2.0340967,,,6.38274,,,,,TESS,2.05,6849.0,3.99,,,,4412.01
4.4719937,,,1.08366,,,,,TESS,0.89,5364.0,4.5,,,,4413.01
1.8697825,,,,,,,,TESS,,,,,,,4414.01
1.830108,,,,,,,,TESS,,,,,,,4415.01
9.3305377,,,15.2895,,,,,TESS,1.96,6238.0,3.94,,,,4416.01
5.2574854,,,2.88855,,,,,TESS,0.76,4846.0,4.57,,,,4417.01
7.6247217,,,2.26441,,,,,TESS,0.82,5343.0,4.58,,,,4418.01
25.7086236,,,2.81726,,,,,TESS,0.82,5343.0,4.58,,,,4418.02
16.155134,,,2.42196,,,,,TESS,1.01,5785.0,4.45,,,,4419.01
4.0520368,,,4.9523134,,,,,TESS,0.607751,3779.0,4.64,,,,442.01
4.7259317,,,16.7543131,,,,,TESS,1.85891,6203.0,3.98,,,,4420.01
21.7004042,,,3.16777,,,,,TESS,1.78,5788.7,4.22,,,,4421.01
4.90826,,,15.7889,,,,,TESS,1.83,7995.0,4.2,,,,4422.01
