period,duration,depth,planet_radius,kepid,koi,disposition,semi_major_axis,source,star_radius,teff,logg,tic,planet_name,host_name,toi
0.663085361,1.1522,322.7,1.6,10028535.0,K02493.01,CONFIRMED,0.0141,Kepler,,,,,,,
19.1187425,6.805,217.5,2.33,7047207.0,K02494.01,CONFIRMED,0.1444,Kepler,,,,,,,
1.08749101,1.6192,126.4,4.91,5212220.0,K02495.01,FALSE POSITIVE,0.0235,Kepler,,,,,,,
1.183818383,1.393,84.3,0.91,9964748.0,K02496.01,FALSE POSITIVE,0.0222,Kepler,,,,,,,
4.98845099,7.453,193.9,1.33,9842937.0,K02567.01,FALSE POSITIVE,0.0545,Kepler,,,,,,,
3.543919702,1.8717,507.0,1.21,9757613.0,K00250.03,CONFIRMED,0.037,Kepler,,,,,,,
8.28157072,3.1,139.2,1.37,8247770.0,K02569.01,CANDIDATE,0.0795,Kepler,,,,,,,
0.82628442,0.9603,134.9,0.96,6867588.0,K02571.01,CANDIDATE,0.0166,Kepler,,,,,,,
6.37705295,1.949,502.8,2.15,7501646.0,K02572.01,CANDIDATE,0.0691,Kepler,,,,,,,
8.83929462,1.719,316.2,1.94,11962284.0,K02647.01,CONFIRMED,0.0795,Kepler,,,,,,,
0.631795416,1.0703,145.2,1.88,2573056.0,K02648.01,FALSE POSITIVE,0.0155,Kepler,,,,,,,
7.56126152,2.851,180.6,1.2,6842682.0,K02649.01,CONFIRMED,0.0751,Kepler,,,,,,,
34.9897847,4.208,498.5,1.14,8890150.0,K02650.01,CONFIRMED,0.1691,Kepler,,,,,,,
7.05429483,1.716,359.3,1.0,8890150.0,K02650.02,CONFIRMED,0.0581,Kepler,,,,,,,
2.27050106,1.903,106.7,0.55,8838950.0,K02421.01,CANDIDATE,0.0275,Kepler,,,,,,,
26.7838935,4.584,365.3,1.59,11360805.0,K02422.01,CONFIRMED,0.1673,Kepler,,,,,,,
45.126216,6.656,373.1,2.32,9845898.0,K02423.01,CONFIRMED,0.263,Kepler,,,,,,,
11.94019101,2.866,631.7,1.86,12453581.0,K02424.01,CONFIRMED,0.096,Kepler,,,,,,,
3.51295674,3.06,83.1,1.1,11922678.0,K02425.01,FALSE POSITIVE,0.0461,Kepler,,,,,,,
48.4313003,4.03,886.4,2.78,11179076.0,K02497.01,CONFIRMED,0.239,Kepler,,,,,,,
7.203855862,2.5418,1765.9,2.25,5364071.0,K00248.01,CONFIRMED,0.0595,Kepler,,,,,,,
6.73808701,2.591,92.9,0.73,5959719.0,K02498.01,CONFIRMED,0.0647,Kepler,,,,,,,
7.57571414,2.357,418.5,2.45,5544903.0,K02499.01,FALSE POSITIVE,0.0812,Kepler,,,,,,,
4.76887671,1.672,115.8,2.11,5542983.0,K02501.01,FALSE POSITIVE,0.0565,Kepler,,,,,,,
1.347512632,1.9817,2651.8,23.45,8256453.0,K02573.01,FALSE POSITIVE,0.0208,Kepler,,,,,,,
0.512581697,1.5789,259.1,1.32,9474493.0,K02574.01,FALSE POSITIVE,0.0122,Kepler,,,,,,,
12.07760884,2.233,151.0,1.03,4551663.0,K02576.01,FALSE POSITIVE,0.0945,Kepler,,,,,,,
18.55581565,5.372,565.9,20.83,12257999.0,K02577.01,CANDIDATE,0.1919,Kepler,,,,,,,
13.33094869,1.426,725.6,25.95,6922203.0,K02578.01,CANDIDATE,0.1092,Kepler,,,,,,,
6.38315744,1.7075,1112.6,2.35,11752908.0,K02651.01,FALSE POSITIVE,0.062,Kepler,,,,,,,
27.52194772,4.047,2312.8,2.47,7021681.0,K00255.01,CONFIRMED,0.1445,Kepler,,,,,,,
16.1289679,6.271,389.0,2.94,4346178.0,K02652.01,CONFIRMED,0.1202,Kepler,,,,,,,
13.5631157,5.438,336.4,1.75,9664142.0,K02654.01,CONFIRMED,0.1109,Kepler,,,,,,,
16.2959916,2.116,369.6,1.83,10018233.0,K02655.01,CONFIRMED,0.123,Kepler,,,,,,,
4.16056658,2.61,75.8,0.7,8081899.0,K02426.01,CONFIRMED,0.0491,Kepler,,,,,,,
2.93101771,2.231,199.1,1.15,10189557.0,K02427.01,FALSE POSITIVE,0.0359,Kepler,,,,,,,
39.79220077,4.466,610.4,1.9,8478994.0,K00245.01,CONFIRMED,0.2144,Kepler,,,,,,,
16.2276756,3.699,525.8,2.11,9965184.0,K02428.01,FALSE POSITIVE,0.1163,Kepler,,,,,,,
1.595630597,1.793,259.6,17.94,9911882.0,K02429.01,FALSE POSITIVE,0.0248,Kepler,,,,,,,
14.8200596,3.902,184.9,0.96,8631504.0,K02503.01,CONFIRMED,0.1089,Kepler,,,,,,,
20.49041,4.369,661.8,2.34,8110767.0,K02504.01,CONFIRMED,0.1485,Kepler,,,,,,,
0.962827066,4.48,86.3,29.27,5471574.0,K02505.01,FALSE POSITIVE,0.0218,Kepler,,,,,,,
8.679037,2.864,301.6,1.79,6767840.0,K02506.01,CONFIRMED,0.083,Kepler,,,,,,,
11.1296971,2.942,371.0,1.93,8379705.0,K02507.01,CONFIRMED,0.0989,Kepler,,,,,,,
2.7296036,2.721,145.6,1.53,9896018.0,K02579.01,CONFIRMED,0.0394,Kepler,,,,,,,
3.11604194,1.7763,345.2,1.59,11037511.0,K02580.01,CONFIRMED,0.0415,Kepler,,,,,,,
46.82767725,1.9033,1537.7,2.13,9757613.0,K00250.04,CONFIRMED,0.2068,Kepler,,,,,,,
12.7372371,3.358,100.8,0.87,11818872.0,K02581.01,CONFIRMED,0.1021,Kepler,,,,,,,
40.0306267,4.815,214.5,2.01,11771430.0,K02582.01,CONFIRMED,0.2408,Kepler,,,,,,,
0.679336747,1.2188,240.7,1.4,5513012.0,K02668.01,CONFIRMED,0.0148,Kepler,,,,,,,
213.6103207,10.7643,110990.0,46.07,11761199.0,K02669.01,FALSE POSITIVE,0.6837,Kepler,,,,,,,
170.8658492,16.9895,29841.0,24.4,8074805.0,K02670.01,FALSE POSITIVE,0.6155,Kepler,,,,,,,
21.47642727,5.5498,348130.0,59.5,2437505.0,K02671.01,CANDIDATE,0.1515,Kepler,,,,,,,
17.5509742,4.064,3859.0,5.97,2437505.0,K02671.02,FALSE POSITIVE,0.1325,Kepler,,,,,,,
88.5122014,6.8214,2518.7,4.7,11253827.0,K02672.01,CONFIRMED,0.378,Kepler,,,,,,,
10.21507506,3.395,258.6,1.5,3533469.0,K02430.01,FALSE POSITIVE,0.0888,Kepler,,,,,,,
